conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:10763_conv:21526,3,anxious,I had an hectic interview _comma_I really don't know what to expect _comma_I'm curious to know what's next,520,I mean the rigorous process of the interview weighed heavily on me,4|4|4_5|5|5,
hit:10763_conv:21526,4,anxious,I had an hectic interview _comma_I really don't know what to expect _comma_I'm curious to know what's next,597,oh_comma_ I understand. Was it a long interview?,4|4|4_5|5|5,
hit:11335_conv:22671,1,anxious,I'm hosting thanksgiving for the very first time this year.  Some of my family is driving in from four hours away.  I really hope it goes well.,527,This year will be my very first time hosting Thanksgiving.,4|5|5_5|5|5,
hit:11335_conv:22671,2,anxious,I'm hosting thanksgiving for the very first time this year.  Some of my family is driving in from four hours away.  I really hope it goes well.,743,really_comma_ that is awesome. you will have fun,4|5|5_5|5|5,
hit:11335_conv:22671,3,anxious,I'm hosting thanksgiving for the very first time this year.  Some of my family is driving in from four hours away.  I really hope it goes well.,527,I'm kinda of freaked out.  I really hope it goes well!,4|5|5_5|5|5,
hit:11335_conv:22671,4,anxious,I'm hosting thanksgiving for the very first time this year.  Some of my family is driving in from four hours away.  I really hope it goes well.,743,start planning now,4|5|5_5|5|5,
hit:11724_conv:23448,1,anxious,I've put in alot of work to get a huge job. i will know something shortly,524,I'm hoping that i get an enormous job that i bid on.,5|5|5_5|5|5,
hit:11724_conv:23448,2,anxious,I've put in alot of work to get a huge job. i will know something shortly,748,Good luck! I bet you'll get it_comma_ I have a feeling.,5|5|5_5|5|5,
hit:11724_conv:23448,3,anxious,I've put in alot of work to get a huge job. i will know something shortly,524,I hope so! Thanks for the encouragement,5|5|5_5|5|5,
hit:11724_conv:23448,4,anxious,I've put in alot of work to get a huge job. i will know something shortly,748,No problem! Is it a career oriented job?,5|5|5_5|5|5,
hit:11995_conv:23990,1,anxious,I shot a roll on 35mm film. I was very excited to see the results.,298,I shot a roll on 35mm film. I was very excited to see the results.,4|4|4_5|5|5,
hit:11995_conv:23990,2,anxious,I shot a roll on 35mm film. I was very excited to see the results.,49,That sounds like fun. What were you taking pictures of? I didn't know film existed anymore lol,4|4|4_5|5|5,
hit:11995_conv:23990,3,anxious,I shot a roll on 35mm film. I was very excited to see the results.,298,Its still around. Just expensive to develop. I was testing the negatives so just random shots around my area.,4|4|4_5|5|5,
hit:11995_conv:23990,4,anxious,I shot a roll on 35mm film. I was very excited to see the results.,49,Do you take pictures professionally or just a hobby?,4|4|4_5|5|5,
hit:11995_conv:23990,5,anxious,I shot a roll on 35mm film. I was very excited to see the results.,298,Yeah_comma_ just for fun.,4|4|4_5|5|5,
hit:12179_conv:24359,1,anxious,I am waiting for some blood and other test I have to had last week_comma_ because I was not feeling well.  I hope everything is ok.,203,I am waiting for some blood and other test I have to had last week_comma_ because I was not feeling well.,5|5|5_5|5|5,
hit:12179_conv:24359,2,anxious,I am waiting for some blood and other test I have to had last week_comma_ because I was not feeling well.  I hope everything is ok.,850,Oh no! I hope that you get well soon and that the tests come back okay!,5|5|5_5|5|5,
hit:12179_conv:24359,3,anxious,I am waiting for some blood and other test I have to had last week_comma_ because I was not feeling well.  I hope everything is ok.,203,I am already feeling better_comma_ but I hope everything is fine.,5|5|5_5|5|5,
hit:12179_conv:24359,4,anxious,I am waiting for some blood and other test I have to had last week_comma_ because I was not feeling well.  I hope everything is ok.,850,Me too! I'm not sure what you might be going through but do consider making sure youre eating a good amount of fruits and veggies. Herbs too_comma_ they're all healing and helpful to the body.,5|5|5_5|5|5,
hit:12408_conv:24816,1,anxious,I find myself with being over ran with anxiety that it is hard to concentrate and stay focused,852,Sometimes I feel like I have so much going on that I feel overwhelmed and over ran with anxiety that it makes it hard to stay focused on everything,5|5|5_4|5|5,
hit:12408_conv:24816,2,anxious,I find myself with being over ran with anxiety that it is hard to concentrate and stay focused,485,I totally understand.  Life can sometimes seem overwhelming.  I have learned to stop_comma_ take a deep breath_comma_ and do one thing at a time.,5|5|5_4|5|5,
hit:12408_conv:24816,3,anxious,I find myself with being over ran with anxiety that it is hard to concentrate and stay focused,852,That makes sense. I am going to start trying that more,5|5|5_4|5|5,
hit:12408_conv:24816,4,anxious,I find myself with being over ran with anxiety that it is hard to concentrate and stay focused,485,It's just a way to calm the body and the mind.  It is SO easy to fall into the trap of anxiety.  But falling there doesn't accomplish a thing.  Take a breath_comma_ focus on one small success_comma_ then move to the next.  ,5|5|5_4|5|5,
hit:3528_conv:7056,1,anxious,I was really nervous when my girlfriend asked me to meet her parents. I was so close to running away!,416,I was really nervous when my girl asked me to meet her parents,5|4|5_5|5|5,
hit:3528_conv:7056,3,anxious,I was really nervous when my girlfriend asked me to meet her parents. I was so close to running away!,416,I was really close to running away_comma_ but i somehow managed to pull it off,5|4|5_5|5|5,
hit:3760_conv:7520,1,anxious,I had a tree limb fall on the roof of my house,456,I had a storm come through recently. A massive limb fell on top of my roof and now I have to replace the entire roof of my house,5|5|5_5|5|5,
hit:3760_conv:7520,3,anxious,I had a tree limb fall on the roof of my house,456,It was very bad. The entire roof will definitely have to be replaced.,5|5|5_5|5|5,
hit:3760_conv:7520,5,anxious,I had a tree limb fall on the roof of my house,456,Yes_comma_ insurance will cover it thankfully. I am very lucky.,5|5|5_5|5|5,
hit:4360_conv:8721,1,anxious,My husband usually gets a large bonus each year around this time_comma_ but there's no guarantee. It's hard waiting_comma_ and not knowing!,45,My husband usually gets a substantial bonus this time of the year_comma_ but there's no guarantee. It's difficult waiting_comma_ and not knowing!,3|4|5_5|5|5,
hit:4360_conv:8721,3,anxious,My husband usually gets a large bonus each year around this time_comma_ but there's no guarantee. It's hard waiting_comma_ and not knowing!,45,My husband usually gets a substantial bonus this time of the year_comma_ but there's no guarantee. It's difficult waiting_comma_ and not knowing!,3|4|5_5|5|5,
hit:4360_conv:8721,5,anxious,My husband usually gets a large bonus each year around this time_comma_ but there's no guarantee. It's hard waiting_comma_ and not knowing!,45,He is a welder and iron worker_comma_ so he works very hard all year long and does extensive amounts of travel. He has earned it!,3|4|5_5|5|5,
hit:4441_conv:8883,1,anxious,My girlfriend asked me to meet her parents next week. I am feeling all nervous and sweaty about it.,416,My girlfriend asked me to meet her parents next week,4|4|5_5|5|5,
hit:4441_conv:8883,3,anxious,My girlfriend asked me to meet her parents next week. I am feeling all nervous and sweaty about it.,416,I am not sure to be honest. i am feeling so nervous about it,4|4|5_5|5|5,
hit:5893_conv:11786,1,anxious,Last semester_comma_ I had to give a presentation. My stomach hurt from the nerves.,466,Last semester_comma_ I had to give a class presentation. My stomach was full of butterflies from the nerves.,3|5|5_5|5|5,
hit:5893_conv:11786,3,anxious,Last semester_comma_ I had to give a presentation. My stomach hurt from the nerves.,466,All things considered_comma_ pretty well. I definitely had some anxiety about it though. Presentations are my least favorite thing in the world.,3|5|5_5|5|5,
hit:6442_conv:12884,1,anxious,I recently went on my first international trip by myself. ,188,I recently went on my first international trip by myself.,5|4|4_5|5|5,
hit:6442_conv:12884,3,anxious,I recently went on my first international trip by myself. ,188,To visit my family for about 3 weeks_comma_ I got married a few years ago and my husband and I live pretty far from them now.,5|4|4_5|5|5,
hit:6442_conv:12884,5,anxious,I recently went on my first international trip by myself. ,188,Yes_comma_ just very nerve racking dealing with the international flights and passport checks and security checks. Definitely an experience.,5|4|4_5|5|5,
hit:6596_conv:13192,1,anxious,I was anxious when I went to the theme park,317,I was anxious when I went to the theme park,4|4|4_5|5|5,
hit:6596_conv:13192,3,anxious,I was anxious when I went to the theme park,317,The roller coasters,4|4|4_5|5|5,
hit:8279_conv:16559,1,anxious,don't know how we gonna pay rent,50,i'm so stressed. we are struggling financially and i don't even know how are we going to pay rent this month,5|5|5_4|4|5,
hit:8279_conv:16559,3,anxious,don't know how we gonna pay rent,50,thank you for your support! and to make things worse i broke a ceiling light yesterday and we are renting this apartment so i have to replace it and it's expensive,5|5|5_4|4|5,
hit:8407_conv:16814,1,anxious,I have been working on a big proposal for weeks. Tomorrow_comma_ I have to give the presentation to the client and in-front of my team.,628,Tomorrow is the big day_comma_ I have to deliver my proposal to the client.,4|4|4_4|5|4,
hit:8407_conv:16814,3,anxious,I have been working on a big proposal for weeks. Tomorrow_comma_ I have to give the presentation to the client and in-front of my team.,628,I have been preparing for weeks_comma_ but in the back of my mind I still have doubts.,4|4|4_4|5|4,
hit:8905_conv:17811,1,anxious,I gotta go to this serious interview tomorrow,50,I have this very serious interview tomorrow and I'm so nervous. I know what to say but i'm scared i will forget everything,5|5|5_5|5|5,
hit:8905_conv:17811,3,anxious,I gotta go to this serious interview tomorrow,50,a government position. Can't really say much. :) but I really hope i will get this job_comma_ they pay really good money,5|5|5_5|5|5,
hit:10944_conv:21889,1,anxious,I had to wait a few weeks to get some results back from a test at the doctor's office.,423,Recently had some test run at the doctors office and it took a few weeks to get the results back.,5|5|5_5|5|5,
hit:10944_conv:21889,3,anxious,I had to wait a few weeks to get some results back from a test at the doctor's office.,423,Yes fortunately everything turned out ok. But it was nerve wracking waiting on the answer.,5|5|5_5|5|5,
hit:11419_conv:22839,1,anxious,My eye is itchy and my eyelid is droopy,420,I woke up this morning and my eye is itchy and my right eyelid is drooping,5|5|5_4|3|4,
hit:11419_conv:22839,3,anxious,My eye is itchy and my eyelid is droopy,420,yeah I am going to see what it seems like tomorrow - not sure if something got in it that scratched it or what,5|5|5_4|3|4,
hit:11419_conv:22839,5,anxious,My eye is itchy and my eyelid is droopy,420,Yeah I will if it does not get better quickly,5|5|5_4|3|4,
hit:11958_conv:23917,1,anxious,Last week was the first day of school for my granddaughter. She didn't go to preschool so I was really worried how she would like it and if she would be sad or not. Turns out she loves it and I was worried for nothing,49,Last week my granddaughter started school for the first time. I worried about her the entire day.,5|5|5_5|5|5,
hit:11958_conv:23917,3,anxious,Last week was the first day of school for my granddaughter. She didn't go to preschool so I was really worried how she would like it and if she would be sad or not. Turns out she loves it and I was worried for nothing,49,It turns out she loves and and I was a mess for 8 hours for nothing. ,5|5|5_5|5|5,
hit:129_conv:258,1,devastated,I let my cat out for the evening _comma_ the first time I left her outside at night and she didn't come back. ,40,I let Daisy my cat out the other evening and she didn't come back home.,5|5|5_5|5|5,
hit:129_conv:258,2,devastated,I let my cat out for the evening _comma_ the first time I left her outside at night and she didn't come back. ,27,oh no. How long has she been gone.,5|5|5_5|5|5,
hit:129_conv:258,3,devastated,I let my cat out for the evening _comma_ the first time I left her outside at night and she didn't come back. ,40,two days. I live by a road _comma_ so I'm afraid she'll go in that direction.,5|5|5_5|5|5,
hit:129_conv:258,4,devastated,I let my cat out for the evening _comma_ the first time I left her outside at night and she didn't come back. ,27,I hope not. My friends cat left for two weeks once. she came back hungry_comma_ but she was fine.,5|5|5_5|5|5,
hit:129_conv:258,5,devastated,I let my cat out for the evening _comma_ the first time I left her outside at night and she didn't come back. ,40,I've seen a lot of animals killed on the highways. Its so sad. ,5|5|5_5|5|5,
hit:129_conv:258,6,devastated,I let my cat out for the evening _comma_ the first time I left her outside at night and she didn't come back. ,27,well I hope your cat returns safely.,5|5|5_5|5|5,
hit:129_conv:258,7,devastated,I let my cat out for the evening _comma_ the first time I left her outside at night and she didn't come back. ,40,thanks _comma_ nice chatting with you ,5|5|5_5|5|5,
hit:129_conv:258,8,devastated,I let my cat out for the evening _comma_ the first time I left her outside at night and she didn't come back. ,27,you too,5|5|5_5|5|5,
hit:225_conv:451,1,devastated,My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,59,Ever have those days when everything just goes wrong?,5|5|5_3|3|4,
hit:225_conv:451,2,devastated,My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,95,Yes_comma_ many. Would you like to tell me about it?,5|5|5_3|3|4,
hit:225_conv:451,3,devastated,My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,59,Well if you're curious_comma_ I was on my way to work when my car broke down and I ended up missing a very important meeting about my promotion. I was devastated. ,5|5|5_3|3|4,
hit:225_conv:451,4,devastated,My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,95,Surely you were able to explain that this was out of your control.,5|5|5_3|3|4,
hit:269_conv:538,1,devastated,My friend who I grew up with recently died. It was tragic and unexpected,99,My friend who I grew up with recently passed away.,5|5|5_4|4|4,
hit:269_conv:538,2,devastated,My friend who I grew up with recently died. It was tragic and unexpected,111,Sorry to hear that_comma_ what happened? ,5|5|5_4|4|4,
hit:269_conv:538,3,devastated,My friend who I grew up with recently died. It was tragic and unexpected,99,A car accident. It was pretty tragic and terrible.,5|5|5_4|4|4,
hit:269_conv:538,4,devastated,My friend who I grew up with recently died. It was tragic and unexpected,111,That's awful_comma_ people need to be more careful,5|5|5_4|4|4,
hit:284_conv:568,1,devastated,My apartment was robbed..,7,My apartment was robbed. I was totaly devastated by seeing the damages and what was stolen.,5|5|5_4|4|4,
hit:284_conv:568,2,devastated,My apartment was robbed..,103,Wow I am so sorry. That had to be so scary.  Were the cops able to find any evidence?,5|5|5_4|4|4,
hit:284_conv:568,3,devastated,My apartment was robbed..,7,No_comma_ they were totaly useless,5|5|5_4|4|4,
hit:284_conv:568,4,devastated,My apartment was robbed..,103,man I was hoping they would be able to help in some way!  I hope they didn't take anything to personal!,5|5|5_4|4|4,
hit:375_conv:750,1,devastated,My daughters little dog passed away about 4 months ago.  She was only 6 years old_comma_ but had an autoimmune disease and it started attacking her red blood cells.,56,My daughters little dog passed away about 4 months ago_comma_ it really shook all of us.,5|5|5_5|5|5,
hit:375_conv:750,2,devastated,My daughters little dog passed away about 4 months ago.  She was only 6 years old_comma_ but had an autoimmune disease and it started attacking her red blood cells.,96,i am so sorry for you.  I know what a crushing experience the passing of a beloved pet can be.  You must be very sad.,5|5|5_5|5|5,
hit:375_conv:750,3,devastated,My daughters little dog passed away about 4 months ago.  She was only 6 years old_comma_ but had an autoimmune disease and it started attacking her red blood cells.,56,Yes_comma_ she was only 6 years old.  She had an autoimmune disease and it started attacking her red blood cells - there was not much we could do.,5|5|5_5|5|5,
hit:375_conv:750,4,devastated,My daughters little dog passed away about 4 months ago.  She was only 6 years old_comma_ but had an autoimmune disease and it started attacking her red blood cells.,96,That is awful.  An unexpected illness cam really strike like a dagger in the heart.,5|5|5_5|5|5,
hit:965_conv:1931,1,devastated,My father died after an illness and I felt as if I could not go on.,226,My father died after an illness and I felt as if I could not go on,3|4|4_5|5|5,
hit:965_conv:1931,2,devastated,My father died after an illness and I felt as if I could not go on.,4,That is terrible news.,3|4|4_5|5|5,
hit:965_conv:1931,3,devastated,My father died after an illness and I felt as if I could not go on.,226,It was overwhelming.,3|4|4_5|5|5,
hit:965_conv:1931,4,devastated,My father died after an illness and I felt as if I could not go on.,4,How did you do it?,3|4|4_5|5|5,
hit:974_conv:1949,1,devastated,A tree branch broke off the tree in our backyard yesterday during the storm. It hit our roof and I am just lost for words.,269,Yesterday during the storm_comma_ a tree branch fell on our roof and I am lost for words.,I have clicked the 'End Chat' button thank you!|5|5_5|5|5,
hit:974_conv:1949,2,devastated,A tree branch broke off the tree in our backyard yesterday during the storm. It hit our roof and I am just lost for words.,259,Oh no! I'm so sorry!,I have clicked the 'End Chat' button thank you!|5|5_5|5|5,
hit:974_conv:1949,3,devastated,A tree branch broke off the tree in our backyard yesterday during the storm. It hit our roof and I am just lost for words.,269,Yeah_comma_ it didn't look so bad to be honest but I think we have to reshingle our roof.,I have clicked the 'End Chat' button thank you!|5|5_5|5|5,
hit:974_conv:1949,4,devastated,A tree branch broke off the tree in our backyard yesterday during the storm. It hit our roof and I am just lost for words.,259,That is not fun. Hopefully it will not be too hard.,I have clicked the 'End Chat' button thank you!|5|5_5|5|5,
hit:1177_conv:2355,1,devastated,I think I'm goin to be in school forever.,27,I have to pay out of pocket for school now. Its gonna take forever,4|4|4_4|5|5,
hit:1177_conv:2355,2,devastated,I think I'm goin to be in school forever.,126,That is never a good thing to do,4|4|4_4|5|5,
hit:1177_conv:2355,3,devastated,I think I'm goin to be in school forever.,27,I can only take a few classes since I work and have kids. Its really sad,4|4|4_4|5|5,
hit:1177_conv:2355,4,devastated,I think I'm goin to be in school forever.,126,You will get through it,4|4|4_4|5|5,
hit:1177_conv:2355,5,devastated,I think I'm goin to be in school forever.,27,Im not gonna quit. I never do that.,4|4|4_4|5|5,
hit:1405_conv:2810,1,devastated, I just learned that I field my final exam. I was planning on taking the summer off but now I have to take the class over instead.,297,So I had huge plans to go away for the summer but that has changed. I failed one of my final exams and I now have to take the course over this summer. I cant believe I let that happen.,5|5|5_5|5|5,
hit:1405_conv:2810,2,devastated, I just learned that I field my final exam. I was planning on taking the summer off but now I have to take the class over instead.,296,Mistakes happen but it's good you are learning from it. We all make mistakes,5|5|5_5|5|5,
hit:1405_conv:2810,3,devastated, I just learned that I field my final exam. I was planning on taking the summer off but now I have to take the class over instead.,297,The worst part is that my friends are all still going so I will have a very lonely summer.,5|5|5_5|5|5,
hit:1405_conv:2810,4,devastated, I just learned that I field my final exam. I was planning on taking the summer off but now I have to take the class over instead.,296,Maybe it will be just what you need though. Time to really concentrate and learn and grow within yourself as an individual :) Maybe you will have a nice romance too,5|5|5_5|5|5,
hit:1706_conv:3412,1,devastated,I cried for a week when I found out my wife has a miscarriage.,4,I cried for a week when I found out my had a miscarriage.,5|5|5_5|5|5,
hit:1706_conv:3412,2,devastated,I cried for a week when I found out my wife has a miscarriage.,9,That is terrible_comma_ i would cry as well.,5|5|5_5|5|5,
hit:1706_conv:3412,3,devastated,I cried for a week when I found out my wife has a miscarriage.,4,Yea_comma_ I do not know if we will ever have kids now.,5|5|5_5|5|5,
hit:1706_conv:3412,4,devastated,I cried for a week when I found out my wife has a miscarriage.,9,you can always adopt_comma_ thats what we did!,5|5|5_5|5|5,
hit:1789_conv:3578,1,devastated,My car burned down in a fire. ,59,Unfortunately there was a fire in my garage yesterday.,5|5|5_5|5|5,
hit:1789_conv:3578,2,devastated,My car burned down in a fire. ,188,Oh my. How did that happen? I hope no one was hurt,5|5|5_5|5|5,
hit:1789_conv:3578,3,devastated,My car burned down in a fire. ,59,Some electrical short circuit. Thankfully_comma_ no. But my car caught fire,5|5|5_5|5|5,
hit:1789_conv:3578,4,devastated,My car burned down in a fire. ,188,Does your insurance cover fire damage?,5|5|5_5|5|5,
hit:1809_conv:3619,1,devastated,when my daughter broke her tooth ,11,The worst thing happened the other day. ,5|5|5_5|5|3,
hit:1809_conv:3619,2,devastated,when my daughter broke her tooth ,271,tell me more about this,5|5|5_5|5|3,
hit:1809_conv:3619,3,devastated,when my daughter broke her tooth ,11,My daughter fell and chipped her tooth! ,5|5|5_5|5|3,
hit:1809_conv:3619,4,devastated,when my daughter broke her tooth ,271,oh my god ,5|5|5_5|5|3,
hit:1857_conv:3714,1,devastated,I was devestated when my grandmother passed away_comma_ I still am not over that,10,I was devestated when my grandmother passed away_comma_ I still am not over that,5|5|5_5|5|5,
hit:1857_conv:3714,2,devastated,I was devestated when my grandmother passed away_comma_ I still am not over that,40,Sorry to hear that. I have lost all my grandparents so I know the feeling. ,5|5|5_5|5|5,
hit:1857_conv:3714,3,devastated,I was devestated when my grandmother passed away_comma_ I still am not over that,10,Wow that is even worse_comma_ I cannot even fathom that_comma_ I am so sorry,5|5|5_5|5|5,
hit:1857_conv:3714,4,devastated,I was devestated when my grandmother passed away_comma_ I still am not over that,40,Yeah_comma_ it takes a long time to get over .  And it's never easy.,5|5|5_5|5|5,
hit:1972_conv:3944,1,devastated,When my grandmother passed away I destroyed.,356,I was very sad when my grandmother passed away.,5|5|5_5|5|5,
hit:1972_conv:3944,2,devastated,When my grandmother passed away I destroyed.,277,I am so sorry to hear that!  Don't worry.  I know it is hard but every day will get better.,5|5|5_5|5|5,
hit:1972_conv:3944,3,devastated,When my grandmother passed away I destroyed.,356,It does get better_comma_ but it was just so sudden.,5|5|5_5|5|5,
hit:1972_conv:3944,4,devastated,When my grandmother passed away I destroyed.,277,Just be strong.  She is in a better place now.,5|5|5_5|5|5,
hit:1976_conv:3952,1,devastated,I recently suffered a miscarriage. It was the worst thing I've been through.,99,I recently suffered a miscarriage.,5|5|5_5|5|5,
hit:1976_conv:3952,2,devastated,I recently suffered a miscarriage. It was the worst thing I've been through.,237,Omg_comma_ how many months were you pregnant before this happened?,5|5|5_5|5|5,
hit:1976_conv:3952,3,devastated,I recently suffered a miscarriage. It was the worst thing I've been through.,99,6 unfortunately. It was the worst thing I've ever been through.,5|5|5_5|5|5,
hit:1976_conv:3952,4,devastated,I recently suffered a miscarriage. It was the worst thing I've been through.,237,i'm so sorry to hear about this,5|5|5_5|5|5,
hit:2016_conv:4033,1,devastated,I am so sad these days.,75,I am so sad these days because the way president Trumps acts.,4|4|4_5|5|5,<POLITICAL>
hit:2016_conv:4033,2,devastated,I am so sad these days.,286,I would have to agree with you there. I don't trust him at all!,4|4|4_5|5|5,
hit:2016_conv:4033,3,devastated,I am so sad these days.,75,And he can't stop lying all the time.,4|4|4_5|5|5,
hit:2016_conv:4033,4,devastated,I am so sad these days.,286,I agree. I can't understand how his supporters don't see it! I guess they don't WANT to see it!,4|4|4_5|5|5,
hit:2025_conv:4050,1,devastated,My dog I've had since I was a kid died a few days ago. It really hurts to think about,234,My dog I've had since I was a kid died a few days ago. It makes me very sad,1|1|1_5|strongly agree|strongly agree,
hit:2025_conv:4050,2,devastated,My dog I've had since I was a kid died a few days ago. It really hurts to think about,365,oh my god_comma_ it's like a most heartbroken moment of me,1|1|1_5|strongly agree|strongly agree,
hit:2025_conv:4050,3,devastated,My dog I've had since I was a kid died a few days ago. It really hurts to think about,234,It's sad_comma_ but you kind of expect it sometimes and luckily it wasn't sudden so that helped me to prepare,1|1|1_5|strongly agree|strongly agree,
hit:2025_conv:4050,4,devastated,My dog I've had since I was a kid died a few days ago. It really hurts to think about,365,because in that moment is a gift and the last end of hope,1|1|1_5|strongly agree|strongly agree,
hit:2054_conv:4109,1,devastated,My neighbors chopped down a tree in my front yard while I was away from my house. I felt so angry and upset.,209,I came home and I quickly realized that my neighbors chopped down a tree in my front yard while I was away on vacation.,5|5|5_5|5|5,
hit:2054_conv:4109,2,devastated,My neighbors chopped down a tree in my front yard while I was away from my house. I felt so angry and upset.,282,Oh man... that would tick me off.  What did you do?,5|5|5_5|5|5,
hit:2054_conv:4109,3,devastated,My neighbors chopped down a tree in my front yard while I was away from my house. I felt so angry and upset.,209,I haven't done anything yet because I don't exactly know how to confront him. Maybe chop one of his down? In any event_comma_ I am pretty darn upset about it.,5|5|5_5|5|5,
hit:2054_conv:4109,4,devastated,My neighbors chopped down a tree in my front yard while I was away from my house. I felt so angry and upset.,282,I probably would not chop his tree down.  You want to have the moral high ground.  But yes I would confront him,5|5|5_5|5|5,
hit:2106_conv:4213,1,devastated,We had a little chihuahua pup that had an auto-immune disease.  She had a great life for 6 years and then passed away a few months ago due to pancreatitis.,56,My daughter had a little chihuahua pup that we rescued and she had an autoimmune disease.  We had a rough first year_comma_ but then it seemed things were good.,5|5|5_5|5|5,
hit:2106_conv:4213,2,devastated,We had a little chihuahua pup that had an auto-immune disease.  She had a great life for 6 years and then passed away a few months ago due to pancreatitis.,244,So_comma_ the pup is healthy and  situated now?,5|5|5_5|5|5,
hit:2106_conv:4213,3,devastated,We had a little chihuahua pup that had an auto-immune disease.  She had a great life for 6 years and then passed away a few months ago due to pancreatitis.,56,Well_comma_ we made it 6 years and then she got pancreatitis.  She recovered from that but then we noticed her being really sleepy.  Turns out her body had started destroying her red blood cells_comma_ we tried for a few weeks to help her_comma_ but ultimately there was nothing more we could do.  I still think about her daily.,5|5|5_5|5|5,
hit:2106_conv:4213,4,devastated,We had a little chihuahua pup that had an auto-immune disease.  She had a great life for 6 years and then passed away a few months ago due to pancreatitis.,244,I'm sorry to hear that RIP doggo.   I have a rescue that's middle aged now. ,5|5|5_5|5|5,
hit:2141_conv:4282,1,devastated,My ex husband died last year and even though we were divorced I took it very hard because we were very close. ,127,My ex husband passed away last year.,5|5|5_5|5|5,
hit:2141_conv:4282,2,devastated,My ex husband died last year and even though we were divorced I took it very hard because we were very close. ,11,Omg I am so sorry to hear that. :( Are you feeling at peace at all now? ,5|5|5_5|5|5,
hit:2141_conv:4282,3,devastated,My ex husband died last year and even though we were divorced I took it very hard because we were very close. ,127,Yes_comma_ but I really did take it hard. We knew each other for 30 years.,5|5|5_5|5|5,
hit:2141_conv:4282,4,devastated,My ex husband died last year and even though we were divorced I took it very hard because we were very close. ,11,That is a long time so I am sure its been very hard. Im really sorry but I hope soon you can find peace. ,5|5|5_5|5|5,
hit:2293_conv:4587,1,devastated,I was very sad to hear of my friends passing,267,was very sad to hear of my friends passing,5|5|5_5|5|5,
hit:2293_conv:4587,2,devastated,I was very sad to hear of my friends passing,262,I'm sorry for your loss. That sa to hear.,5|5|5_5|5|5,
hit:2293_conv:4587,3,devastated,I was very sad to hear of my friends passing,267,Thank you.  He was a really good man. ,5|5|5_5|5|5,
hit:2293_conv:4587,4,devastated,I was very sad to hear of my friends passing,262,It must be really tough. It will get better.,5|5|5_5|5|5,
hit:2839_conv:5679,1,devastated,I am very sad these days.,75,I am very sad these days.On a deep funk.,5|5|4_4|5|4,
hit:2839_conv:5679,2,devastated,I am very sad these days.,126,I am sorry_comma_ what are you sad about,5|5|4_4|5|4,
hit:2839_conv:5679,3,devastated,I am very sad these days.,75,My grandma died 5 weeks ago. I am still sad.,5|5|4_4|5|4,
hit:2839_conv:5679,4,devastated,I am very sad these days.,126,I have been there. I guess just remember the good times,5|5|4_4|5|4,
hit:2914_conv:5829,1,devastated,MY favorite restaurant is closing this weekend. I am distraught!,27,MY favorite restaurant is closing its doors forever.,5|5|5_4|4|4,
hit:2914_conv:5829,2,devastated,MY favorite restaurant is closing this weekend. I am distraught!,111,What kind of place is it?,5|5|5_4|4|4,
hit:2914_conv:5829,3,devastated,MY favorite restaurant is closing this weekend. I am distraught!,27,Its a tiny soul food restaurant owned by a nice family. ITs sad.,5|5|5_4|4|4,
hit:2914_conv:5829,4,devastated,MY favorite restaurant is closing this weekend. I am distraught!,111,What was your fav dish there?,5|5|5_4|4|4,
hit:2914_conv:5829,5,devastated,MY favorite restaurant is closing this weekend. I am distraught!,27,The peach cobbler was the best I ever had.,5|5|5_4|4|4,
hit:3010_conv:6021,1,devastated, I was in despair that someone ruined everything over nothing. They continue to ruin their life and everyone's around them. Self destruct.,296,I was in despair that someone ruined everything over nothing. They continue to ruin their life and everyone's around them.,5|5|5_5|5|5,
hit:3010_conv:6021,2,devastated, I was in despair that someone ruined everything over nothing. They continue to ruin their life and everyone's around them. Self destruct.,267,That sounds terrible.  What can you do?,5|5|5_5|5|5,
hit:3010_conv:6021,3,devastated, I was in despair that someone ruined everything over nothing. They continue to ruin their life and everyone's around them. Self destruct.,296,Not much. If someone wants to destroy themselves and everything that is ever good_comma_ you just hope they stop. All you can do is put boundaries up and try not to let their crap take you down too.,5|5|5_5|5|5,
hit:3010_conv:6021,4,devastated, I was in despair that someone ruined everything over nothing. They continue to ruin their life and everyone's around them. Self destruct.,267,I definitely agree you need to set up the boundaries.  Make sure you keep that up for the sake of everyone involved.,5|5|5_5|5|5,
hit:3010_conv:6021,5,devastated, I was in despair that someone ruined everything over nothing. They continue to ruin their life and everyone's around them. Self destruct.,296,I am_comma_ don't worry! VERY hard when you have loved someone so_comma_ but I am. They are not staying here anymore. So sad when some just don't care.,5|5|5_5|5|5,
hit:3041_conv:6083,1,devastated,My aunt died.,244,My aunt died.,4|4|4_5|5|5,
hit:3041_conv:6083,2,devastated,My aunt died.,7,I am sorry to hear that. How are you feeling now?,4|4|4_5|5|5,
hit:3041_conv:6083,3,devastated,My aunt died.,244,Pretty crappy at the moment. ,4|4|4_5|5|5,
hit:3041_conv:6083,4,devastated,My aunt died.,7,I understand. It is tough.,4|4|4_5|5|5,
