context,prompt,first_utterance
anxious,I have been feeling very apprehensive these days.,I have been feeling very apprehensive these days.
anxious,Tomorrow I have to give a big speech to my colleagues at work. I am very nervous.,I have to give a major speech tomorrow at work early in the morning.
anxious,I have a huge test tomorrow and I am so nervous. I don't feel ready for it.,I have a huge test tomorrow in Physics and I don't feel prepared for it.
anxious,I have to send an email to a company I really want to work for today and I don't want to mess it up.,Sorry to cut that short_comma_ but I have to send an email to a company I really want to work for today and I don't want to mess it up.
anxious,When I was younger_comma_ I had social anxiety. Speeches would give me terrible anxiety.,When I was younger_comma_ I had social anxiety. Speeches would give me terrible anxiety
anxious,I was talking to my aunt on the phone but I felt awkward and nervous because I am not good at talking.,I was on the phone with my aunt. I am so awkward and bad at speaking so I was nervous.
anxious,Tomorrow I have my yearly review. I am nervous about it!,I do not know if I will get a positive or negative review. I do not ever look forward to these things!
anxious,I've a bit nervous. I've got a blind date tomorrow.,I've a bit nervous. I've got a blind date tomorrow.
anxious,I can't wait until my daughter becomes an adult. She think its so easy.,MY daughter this money grows on trees and life is so easy.
anxious,I felt really nervous when I took my driving test,felt really nervous when I took my driving test
anxious,I felt nervous before I rode on an airplane for the first time3=,I felt nervous before I rode on an airplane for the first time
anxious,I submitted a form to receive notifications for my banking app. I don't know why but the waiting got me feeling antsy..,"I submitted a form to receive notifications for my banking app. I don't know why but the waiting got me feeling antsy.."""
anxious,Public speeches always get me. It makes me very nervous and I just can't do them.,Public speeches always get me. It makes me very nervous and I just can't do them.
anxious,School starts in a few days. I am too excited.,School is about to start. Summer is over.
anxious,I've been a bit uneasy about money lately.,I've been somewhat uneasy about money lately.
anxious,I'm so sleepy but have so much work to do.,I'm so sleepy but have so much work to do.
anxious,I haven't seen our cat for days now. I have to find out what happened.,I havent seen my cat for days
anxious,I am nervous because I am having surgery tomorrow,I am nervous because I am having a surgery tomorrow
anxious,My friend said she wanted to talk to me. No idea what it could be about.,My friend said she wanted to talk to me. No idea what it could be about.
anxious,I can't find my phone anywhere. Everything is in it!,I can't find my phone anywhere. Everything is in it!
anxious,I just can't wait until this weekend!  I am going on a trip to the Bahamas for a week!  I can't stop thinking about it!,I just can't wait until this weekend! I am going on a trip to the Bahamas for a week! I can't stop thinking about it!
devastated,when i had to say goodbye to my dad,I still remember the day i had to say goodbye to my dad. :(
devastated,I was devastated when the Falcons blew the Super Bowl.,I can't believe the Falcons blew the Super Bowl. I was there.
devastated,i was devastated when my favorite world cup team was knocked out of the tournament.,Hi! Have you been watching the FIFA World Cup recently?
devastated,When my grandmother passed away I was so sad. I was only 13 years old,When I was younger_comma_ my grandmother passed away_comma_ I was so upset
devastated,My dad accidentally got into rat poison and died.,I meant my DOG got into rat poison and died. It was a truly horrific accident.
devastated,I let my friend borrow my car last year and I got a call later that night that he crashed it and totaled it_comma_ man I was crushed by that experience.,So last year I let my friend borrow my car_comma_ and that night he ended up crashing and totaling it. I was crushed.
devastated,One night_comma_ i hugged my wife and told her i loved her.  I went to work and got a big raise.  I rushed home to tell her.  When i got home_comma_ all of the furniture_comma_ my wife and kids were gone.,One night_comma_ i hugged my wife and told her i loved her
devastated,"I loved watching ""Sons of Anarchy"" and had only got through Season 2...when my friend ruined everything and said they were all gonna die at the end.  I was sad and horrified",I can't believe my friend ruined Sons of Anarchy for me...I was only on season 2 and she told me about how they all die at the end I was sad and horrified
devastated,When my mother passed away randomly_comma_ it really hurt me.,I was in a bad spot when my mom passed away randomly a few years ago
devastated,I remember when I got into a really big fight with my roommate and she kicked me out and I had to move back into my parent's house.,WIsh that did happen to you_comma_ better luck next time.
devastated,My Grandmother passed away and it was really hard.,When my Grandmother passed away_comma_ it was really hard for me.
devastated,I am devasted.,I am very devastated these days.
devastated,When i failed one of my college courses i felt so terrible,I felt destroyed when I failed one of my college courses last year
devastated,I was planning to attend classes this summer. It broke my heart that they want me to pay 1000 out of pocket.,I wanted to attend summer classes but I couldn;t
devastated,I felt so upset because of the damage caused by the hurricane to my town last year,After the hurricane last year my town was really damaged and it caused a lot of problems
devastated,I recall there was a time when great misfortune fell upon me - it actually happened this morning. I stubbed my toe when getting out of the shower and I was absolutely devastated that my toe's feeling were hurt,Have you ever stubbed your toe before? I did this morning when I got out of the shower and it felt like my life flashed before my eyes.
devastated,When I found out my aunt had a heart attack and died alone_comma_ it devastated me. I was not sure what to do with myself afterwards.,I was devastated when my aunt died alone. She had a heart attack and no one was there for her.
devastated,After the house fire we had last year I took me and my family a long time to get back to normal_comma_ it was a very trying time,We had a house fire last year that destroyed everything _comma_ it was very tough on my family
devastated,I just ran out of financial aid for school. I don't know what I'm going to do.,I ran out of funds for college and they want me to get a private loan.
devastated,I was looking to adopt a dog and found one that I loved. By the time I was ready to adopt and get to the rescue shelter_comma_ somehow else had adopted the dog.,I was looking to adopt a dog and found one that I loved. By the time I was ready to adopt and get to the rescue shelter_comma_ somehow else had adopted the dog.
devastated,When my relationship ended it was very hard.,"When my relationship ended it was very hard,4|4|4_5|5|5,
hit:826_conv:1653,2,devastated,When my relationship ended it was very hard.,209,Breaking off a relationship is tough business. How long did it last for? Was it serious?,4|4|4_5|5|5,
hit:826_conv:1653,3,devastated,When my relationship ended it was very hard.,226,We were together for 11 years.,4|4|4_5|5|5,
hit:826_conv:1653,4,devastated,When my relationship ended it was very hard.,209,Wow_comma_ that's brutal. I'm really sorry to hear that. Do you have any plans on looking for any new anytime soon?,4|4|4_5|5|5,
hit:827_conv:1655,1,surprised,A few days ago_comma_ I was coming home from work like any other ordinary day. When I walked in the house_comma_ my wife secretly organized a surprise party!,209,A few days ago_comma_ I was coming home from work like any other ordinary day. When I walked in the house_comma_ my wife secretly organized a surprise party!,5|5|5_5|5|5,
hit:827_conv:1655,2,surprised,A few days ago_comma_ I was coming home from work like any other ordinary day. When I walked in the house_comma_ my wife secretly organized a surprise party!,60,Wow_comma_ how exciting. Did you have fun?,5|5|5_5|5|5,
hit:827_conv:1655,3,surprised,A few days ago_comma_ I was coming home from work like any other ordinary day. When I walked in the house_comma_ my wife secretly organized a surprise party!,209,I had a blast! I was thrown completely off guard. It was nice of her and my friends to throw something together like that.,5|5|5_5|5|5,
hit:827_conv:1655,4,surprised,A few days ago_comma_ I was coming home from work like any other ordinary day. When I walked in the house_comma_ my wife secretly organized a surprise party!,60,Was it your birthday or something special?,5|5|5_5|5|5,
hit:828_conv:1656,1,angry,While driving someone backed up and almost hit me.,226,While driving someone backed up and almost hit me,4|4|4_5|5|5,
hit:828_conv:1656,2,angry,While driving someone backed up and almost hit me.,1,Oh man. That must have been nerve wrecking.,4|4|4_5|5|5,
hit:828_conv:1656,3,angry,While driving someone backed up and almost hit me.,226,they were not paying attention. ,4|4|4_5|5|5,
hit:828_conv:1656,4,angry,While driving someone backed up and almost hit me.,1,were they on the phone,4|4|4_5|5|5,
hit:828_conv:1657,1,nostalgic,Visited my old town_comma_ and it reminded me so much of my childhood.,1,Visited my old town_comma_ and it reminded me so much of my childhood.,5|5|5_4|4|4,
hit:828_conv:1657,2,nostalgic,Visited my old town_comma_ and it reminded me so much of my childhood.,226,That can be so much fun. ,5|5|5_4|4|4,
hit:828_conv:1657,3,nostalgic,Visited my old town_comma_ and it reminded me so much of my childhood.,1,It was a lot of fun actually. Met up with some of my old buddines.,5|5|5_4|4|4,
hit:828_conv:1657,4,nostalgic,Visited my old town_comma_ and it reminded me so much of my childhood.,226,Reconnecting usually makes for a fun time.,5|5|5_4|4|4,
hit:829_conv:1659,1,afraid,Once I was staying at a friends house and a really bad storm came about_comma_ it started to flood! The water started to come inside their house and I was really scared!,241,Once I was staying at a friends house and a really bad storm came about_comma_ it started to flood! The water started to come inside their house and I was really scared!,5|5|5_5|5|5,
hit:829_conv:1659,2,afraid,Once I was staying at a friends house and a really bad storm came about_comma_ it started to flood! The water started to come inside their house and I was really scared!,60,Was it a 1 story house? Was it by a lake or the sea?,5|5|5_5|5|5,
hit:829_conv:1659,3,afraid,Once I was staying at a friends house and a really bad storm came about_comma_ it started to flood! The water started to come inside their house and I was really scared!,241,It was a one story house_comma_ but the nearby drainage system couldn't keep up. We started fishing off the porch the next day!,5|5|5_5|5|5,
hit:829_conv:1659,4,afraid,Once I was staying at a friends house and a really bad storm came about_comma_ it started to flood! The water started to come inside their house and I was really scared!,60,Wow_comma_ thats crazy. Was everything in the house a total loss?,5|5|5_5|5|5,
hit:829_conv:1659,5,afraid,Once I was staying at a friends house and a really bad storm came about_comma_ it started to flood! The water started to come inside their house and I was really scared!,241,No_comma_ luckily it only rose an inch or two more inside the house. They only had to replace their floors and some furniture ,5|5|5_5|5|5,
hit:829_conv:1659,6,afraid,Once I was staying at a friends house and a really bad storm came about_comma_ it started to flood! The water started to come inside their house and I was really scared!,60,That still stinks. That happened once in a house I was renting. Water filled half the 1st floor. ,5|5|5_5|5|5,
hit:829_conv:1659,7,afraid,Once I was staying at a friends house and a really bad storm came about_comma_ it started to flood! The water started to come inside their house and I was really scared!,241,Oh wow_comma_ that's sucks,5|5|5_5|5|5,
hit:829_conv:1659,8,afraid,Once I was staying at a friends house and a really bad storm came about_comma_ it started to flood! The water started to come inside their house and I was really scared!,60,Yea. My current crew is about 35 people but I  need at least 5 more. Hopefully the next batch last longer.,5|5|5_5|5|5,
hit:830_conv:1660,1,guilty,I feel bad because I ate all the chocolate. We were supposed to divise between me_comma_ my brother and my sisters. I can't control when it is about food,7,I feel bad because I ate all the chocolate in the kitchen. We were supposed to divise between me_comma_ my brother and my sisters. I can't control when it is about food,5|5|5_5|5|5,
hit:830_conv:1660,2,guilty,I feel bad because I ate all the chocolate. We were supposed to divise between me_comma_ my brother and my sisters. I can't control when it is about food,209,I feel the same_comma_ man. I always tend to overeat whenever there is good food about. Did you do anything to make it up to them?,5|5|5_5|5|5,
hit:830_conv:1660,3,guilty,I feel bad because I ate all the chocolate. We were supposed to divise between me_comma_ my brother and my sisters. I can't control when it is about food,7,I bought a cake to make them forget about this.,5|5|5_5|5|5,
hit:830_conv:1660,4,guilty,I feel bad because I ate all the chocolate. We were supposed to divise between me_comma_ my brother and my sisters. I can't control when it is about food,209,That is a kind gesture. I'm sure they will forgive you. What kind of cake was it?,5|5|5_5|5|5,
hit:830_conv:1661,1,content,Last night I had the chance to finally lay down in my bed and read a book after a long work week. It felt so good.,209,Last night I had the chance to finally lay down in my bed and read a book after a long work week. It felt so good.,5|5|5_5|5|5,
hit:830_conv:1661,2,content,Last night I had the chance to finally lay down in my bed and read a book after a long work week. It felt so good.,7,It is nice to have some time to care of ourself. What book did you read?,5|5|5_5|5|5,
hit:830_conv:1661,3,content,Last night I had the chance to finally lay down in my bed and read a book after a long work week. It felt so good.,209,I started reading A Game of Thrones"". Figured it was finally time to read it after binge watching the shows."
devastated,I am so upset.  I found out today that I did not get the job.,I am so upset.  I just found out I didn't get the job I wanted.
devastated,When my aunt passed away_comma_ it was just bad. It was the worst thing to happen to me at that point,I was devastated when my aunt passed away. She helped raise me so it was tough
devastated,My neighbor's house burn down. We can't find where the cats went.,My neighbor's house burn down. We can't find where the cats went.
devastated,I was shocked when Lebron left the Cavs again,I was shocked when Lebron left the cavs again!
devastated,I am heartbroken that Lebron left for LA,Lebron needs to stay in Cleveland
devastated,the day i lost my father,I just wont ever forget the way I felt when I lost my father.
devastated,My 23 year old cat is missing. I have had her since I was a little kid. She has been gone for a week.,My cat has been missing for a week. I have looked everywhere.
devastated,My cat is sick_comma_ I don't know what to do.,I just found out my cat is very sick and there's nothing we can do to save him. I've had him for 17 years_comma_ I don't know what to do with myself.
devastated,I lost over $10_comma_000 in an investment.,I lost over $10_comma_000 in an investment.
devastated,When my aunt passed away randomly_comma_ it hurt. It was just so random it killed me,My aunt passing away randomly was bad. It just hurt so bad
devastated,I was sad to see Lebron go to the Lakers,I was sad to see Lebron go to the Lakers
devastated,My grandmother_comma_ who raised me_comma_ just passed away unexpectedly.  I don't know how to process this!,My grandmother_comma_ who raised me_comma_ just passed away unexpectedly. I don't know how to process this!
devastated,Me and my sister were yelling at each other then my brother came up to us. He ended up telling us he found grandma dead on her bed downstairs.,A long time ago i had a argument with my sister.
devastated,Promotion results came out today and I wasn't chosen for the new job.,So_comma_ my promotion results came out at work today. I wasn't very pleased.
devastated,I was devastated to find out my cousin passed away in a tragic car accident.,I was devastated to find out my cousin was killed in a tragic car accident.
devastated,My friend's mom isn't doing too well.,My friend's mom isn't doing too well.
devastated,About four years ago_comma_ my apartment was robbed. I discovered the state of my apartment. Everything turn over_comma_ any object that had some value was taken. I was totaly destroyed.,About four years ago_comma_ my apartment was robbed. I discovered the state of my apartment. Everything turn over_comma_ any object that had some value was taken. I was totaly destroyed.
devastated,My car was broken into.,My car was broken into last night. I lost my laptop_comma_ loose change I had in the cupholders_comma_ my GPS_comma_ and they yanked my radio set out.
devastated,One time I was doing a really important art project for a contest and I had put in 8 hours of work into my piece and then my mom ripped it.,I drew an art piece once and it got torn after I put a lot of work into it.
devastated,My laptop was destroyed when my toddler spilled water on it. I was so upset because I lost all of the baby photos that I had stored on it.,My son spilled water on my laptop. I was so upset_comma_ because I lost all of the photos I had stored on it.
devastated,I just broke up with my boyfriend of 8 years. I am beyond distraught.,I just broke up with my boyfriend of 8 years. I am beyond distraught.
devastated,I applied for a job online. I didn't get approved.,I applied for a job online and I didn't get approved.
devastated,I was devestated when I lost my grandmother_comma_ we were very close,I was devestated when I lost my grandmother_comma_ we were very close
devastated,I was devestated when my grandmother passed away_comma_ i was unsure what to do with myself for a long time after,I was devestated when my grandmother passed away_comma_ i was unsure what to do with myself for a long time after
devastated,My beloved tabby/calico mix cat_comma_ Callie_comma_ was out in our yard sunning and playing. A stray pit bull came into the yard_comma_ caught her and shook her like a rag doll_comma_ and killed her.,We let our tabby/calico mix cat_comma_ Callie_comma_ go outside during the day because she enjoyed being outdoors and also to get away from our other cat who persisted on bullying and tormenting her. One afternoon when she was out I happened to walk outside just in time to see a stray pit bull chase and grab her and shake her around like a rag doll until she died.
devastated,My cat recently died. I had her since I was 5 years old. She was 23. I feel so lost and lonely without her.,My cat died last week. I feel so lost without her.
devastated,I was driving the other day and a little turtle was in the road. I turned around and went back to get him before he got ran over and didn't make it. Ugh. He got hit and smashed that fast before I could get him,Ugh. Saw a little turtle in the middle of the road and he got ran over by the time I turned around and went back.  So sad.
devastated,when my dog died,I was so stressed the other day...
devastated,My house flooded with all the rain!,We have had so much rain the past few weeks_comma_ my house ended up flooding. I lost everything!
devastated,The first time I heard that Steve Irwin had died I couldn't believe it...he was like my childhood hero.  It was such a tragedy_comma_ the guy gave so much to the world,Steve Irwin's death was kind of a shock to me since he was like a childhood hero of mine...that guy gave so much to the world_comma_ it's such a tragedy
devastated,I was so sad when my mom passed away. I did not expect it,I was sad when my mom died. It happened so randomly
devastated,I was so sad when my aunt passed away. It came out of no where,I was sad when my aunt died. It came out of no where
devastated,My cat was run over by my uncle. He din't tell me until a week later.,I had the worst night last night. I found out my uncle hit my cat with his car. It happened two weeks ago and he never told me!
devastated,I bought a very difficult puzzle from my local hobby store_comma_ spent hours on building it only to drop it when I was about to put it in a frame. I was so dumbfounded,I bought a very difficult puzzle from my local hobby store_comma_ spent hours on building it only to drop it when I was about to put it in a frame. I was so dumbfounded
devastated,My brand new car was hit in the parking lot.  The driver took off without leaving a note.,My car was damaged in the parking lot and the other driver took off without leaving me a note.
devastated,I couldn't believe it when a rock bounced off the car in front of me and cracked my windshield. I am so frustrated at the moment.,I couldn't believe it when a rock bounced off the car in front of me and cracked my windshield. I am so frustrated at the moment.
devastated,My friend was diagnosed with throat cancer last year. She didnt live long.,I lost a friend to throat cancer last year.
devastated,Someone spray-painted my car last night_comma_ wrote some curse word. I have no idea why_comma_ since i have no enemies. I don't understand how people can treat others like that.,Someone spray-painted my car last night_comma_ wrote some curse word. I have no idea why_comma_ since i have no enemies. I don't understand how people can treat others like that.
devastated,I dropped my favorite coffee mug that was given to me by my grandmother who passed away.,I recently broke my favorite coffee mug that my grandmother gave me before she passed away.
devastated,I can not believe my friend died last week.,I can not believe my friend died last week.
devastated,My girlfriend broke up with me. I can't believe it_comma_ I'm so hurt.,My girlfriend just broke up with me.
devastated,My car burned down.,There was fire in my garage yesterday!
devastated,I think I have a coyote or wolf running around my area. I think it killed a little beaver that lived near the creek  near my house.,I saw a wolf or coyote in my yard a while back and I think it killed a little beaver that lived in the creek  for years behind my house.
devastated,when my car caught on fire,My car caught on fire! It was crazy and left me feeling unexplainable.
devastated,I lost my friend in a car accident. It has been very sad news.,I lost my friend in a car accident. It has been very sad news.
devastated,I broke my ankle!,I broke my ankle right before my wedding! This is a nightmare!
devastated,When I lost my dad_comma_ it really hurt me. It was just so random,It killed me pretty much when I lost my dad. It was so random and I was not ready for it
devastated,when i found out my dad died,I remember one night I was hanging out with friends_comma_ and got a phone call that the ambulance was at my parents home.
devastated,I lost my wallet at the store yesterday. I go there all the time. I can't believe no one turnes it in.,I lost my wallet at a store that I frequent near my home.
devastated,I yelled at my mom_comma_ because I was sleepy. I feel so bad.,I yelled at my mom_comma_ because I was sleepy. I feel so bad.
devastated,Our fence fell down. It's going to cost so much to get it fixed.,Our fence fell down. It's going to cost so much to get it fixed.
devastated,I tried to get my estranged mom to speak to me_comma_ and she got mad and insulted me.,I tried to reach out to my estranged mom_comma_ but she insulted me and refused to speak to me.
devastated,My dog passed away last month. I am so sad about it.,My dog passed away last month.
devastated,My favorite horse_comma_ Gracie_comma_ died the other day. I've had her since I was a child so it's very hard to take.,My favorite horse_comma_ Gracie_comma_ died the other day
devastated,My pet hamster was eaten by a pit bull.  I can't handle this sadness.,My pet hamster was eaten by a pit bull.
devastated,I was in complete shock to receive the news of the demise of a bosom friend,We had talked on phone a night before
devastated,There's a wild fire let loose in my areas _comma_it gutted several houses _comma_mine inclusive. It was ...,3
devastated,i was crushed when i saw my dog had gotten out,i was crushed when i saw my dog had gotten out
devastated,lost my cat whisker he was the best pet i have ever had,my cat of 13 years was the best thing that ever happened to me_comma_ he is now gone
devastated,My wife and I decided to get a divorce.  I feel absolutely defeated and distraught because of it.,My wife and I decided to get a divorce. I feel absolutely defeated and distraught because of it.
devastated,My son and I went to the beach and had a near death experience.  We almost drowned as we got sucked in to an under tow.,what?
devastated,I have been feeling really sad_comma_ recently lost my 23 year old niece.,Our family has been really sad. We recently lost our 23 year old niece.
devastated,Our family reunion was a disaster this year.,I look forward to our family reunion every year.
devastated,I lost all my money in my bank account due to fraud. I am so broken...,I lost all my money in my bank account due to fraud. I am so broken...
devastated,I saved up my money for a long time to buy my motorcycle. I was able to get it after 4 years of saving. I crashed it last week after only 2 weeks of owning it.,I saved up money for four years to buy my motorcycle.
devastated,i was schocked when i had to go home early,i was schocked when i had to go home early
devastated,I was totaly destroyed when I found that my wife took all the money that was in the bank account and left me.,I was totaly destroyed when I found that my wife took all the money that was in the bank account and left me.
devastated,I was shocked when i wasnt approved for time off the other day,I was shocked when i wasnt approved for time off the other day
devastated,My laptop broke_comma_ and I lost all the information on it.,My laptop broke_comma_ and I lost all the information on it.
devastated,I've owned 3 birds in the past 10 years and my 3rd bird just died last night. I didn't realize how much it would crush me. They were my buddies.,I've owned 3 birds in the past 10 years and my 3rd bird just died last night. I didn't realize how much it would crush me. They were my buddies.
devastated,I found my gold fish floating at the top of the fish tank dead last week.  I am absolutely hurt over it.,Last week I found my gold fish floating at the top of the fish tank dead.
devastated,I am so sad that my uncle died.,I am so sad my uncle died.
devastated,I found out that my favorite tv show got cancelled.  I am so sad it happened.,I found out that my favorite tv show got cancelled.
devastated,I felt so bad when my friend's new puppy passed away. He got really sick and died within a few days.,I felt so sad about my friend's new puppy that died suddenly. The puppy got so sick that it passed away in a few days.
devastated,My dog since childhood died a few days ago. It was heartbreaking_comma_ and it made me very sad,My dog since childhood died a few days ago
devastated,Two weeks ago_comma_ I found my home totally flooded. I felt totally destroyed.,Two weeks ago_comma_ I found my home totally flooded. I felt totally destroyed.
devastated,i was crushed when i wasnt able to leave work the other day,i was crushed when i wasnt able to leave work the other day
devastated,I was devestated when my grandmother passed away_comma_ that was a very sad time for me,I was devestated when my grandmother passed away_comma_ that was a very sad time for me
devastated,i was shocked when i couldnt go to the game i bought tickets for,i was shocked when i couldnt go to the game i bought tickets for
lonely,A few years ago_comma_ my marriage broke up_comma_ and I found myself living alone for the first time in my life. Though I eventually grew accustomed to the solitude_comma_ it took a while to get used to it.,I found myself divorced a few years ago_comma_ and for the first time in my life_comma_ I was living alone.
lonely,No one ever visits me anymore. I am always by myself in this apartment.,I have lived in my apartment for 5 years now.
lonely,I've been taking care of my aging mom for 5 years now and don't really have any friends_comma_ since so much time is used taking care of her.,I've been taking care of my aging mom for 5 years now and don't really have any friends_comma_ since so much time is used taking care of her.
lonely,Just moved here for work_comma_ and I don't know anyone. My coworkers have families of their own.,Just moved here for work_comma_ and I don't know anyone. My coworkers have families of their own.
lonely,I wish I had someone to spend my days with. I feel a alone.,I should really try to get a girlfriend or something. I just need to feel someone.
lonely,I situation in which I felt alone was when my partner left me.,I still my miss my partner_comma_ they left me all alone.
lonely,I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often,I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often
lonely,When I was working for my last company_comma_ I used to travel a lot and frequently used to miss my family and friends,You tend to feel really low when you travel frequently. I believe it's because you miss family & friends
lonely,My family went on vacation and left me all alone.,Last year_comma_ my family went on vacation and left me all alone.
lonely,When i was younger i didn't have many friends. Would just sit at my computer and was afraid to make friends. Was okay at time but just never felt good.,I didn't have any friends when i was younger.
lonely,I wish I had friends.,I wish I had friends.
lonely,I can recall when my mother passed away I was very alone_comma_ literally. At 20 years old and an only child_comma_ you still need your mother. My father wasn't in the picture after she passed either. So I was completely by myself with a 2 year old toddler.  Very sad time.,When I was a young girl_comma_ and mother of a two year old_comma_ my own mom passed away. This was a very sad time for me as I'm an only child and my father wasn't around either.
lonely,I moved an hour away from my sister. We lived really close before that so we spent time together a lot.,My sister and I lived close to each other then I moved an hour away.
lonely,My wife left me and i am so lonely.,My wife left me and i am so lonely.
lonely,I felt lonely when I was in my senior year of college_comma_ studying all of the time and single.,Hey_comma_ I used to fill lonely in college - my senior year. I was studying all of the time and single.
lonely,After my recent break up_comma_ i feel so lonely and desperate. I can't stand it anymore,It is so hard to cope with loneliness. Especially after my break up
lonely,I'm so sad because my family left today on a trip without me and they'll be gone for a week!,My family just left on a trip for a week and I had to stay back to work.
lonely,It will make  year tomorrow since the last time i have a date. It is such a frustrating experience,I need someone to date so badly. I cannot hold it anymore
lonely,I was really annoyed today. I walked outside to get something from my car and a friend was just hanging out in my driveway with some people I didn't even know.,I was really annoyed today.  I walked outside to get something from my car and a friend was just hanging out in my driveway with some people I didn't even know.
lonely,Last year my roommate left and my I didnt know many people at college so it got a bit too bring and quiet,Last year in my first year of college my roommate left so i had little human contact the entire year
lonely,I remember the time when my grandfather died and caused a family feud. It made my life quite alone_comma_ with no one I can relate to because I was young.,I remember the time when my grandfather died and resulted in a family feud. It made my life quite alone.
lonely,I felt sad when all my friends left me,I felt alone when my friends left me
lonely,I got heartbroken when my girlfriend left me and now I am so lonely,Loneliness is very bad_comma_ I miss my partner
lonely,Just moved to a new city_comma_ new work_comma_ and I've got no friends.,Just moved to a new city_comma_ new work_comma_ and I've got no friends.
lonely,I was very lonely when I was in prison.,I was lonely a lot in years past.
lonely,My best friend moved a few states away_comma_ I've never felt so alone.,My best friend from childhood moved for her job. She was my only friend and I'm pretty bummed out about it.
lonely,My husband cheated on me with his high school girlfirnd.,I just found out that my husband has been spending time with his old girlfriend.
lonely,I once couldn't find anyone to go out with_comma_ so I went to the bar alone.,I had to go to the bar alone_comma_ it was very sad.
lonely,My wife went out of town and I was alone for a whole week.,My wife went out of town and I was alone for a whole week.
lonely,When I went to Texas for some office work. I was alone for almost two months. In that period of my life_comma_ I felt a lot lonely. No_comma_ one was there with me_comma_ not even my friends.,Have you ever felt lonely in your life? I felt once_comma_ when I went to Texas.
lonely,When I moved into my house I was living by myself for the first time.,When I moved into my house I was living by myself for the first time
lonely,I had to leave my dog at the vet for a week since I was traveling. It's quite silent and weird,I had to leave my dog at the vet for a week since I've been traveling. It's weird not having him with me
lonely,My roommate went to Paris. I was at the house all alone.,My roommate went to Paris. I was at the house all alone.
lonely,I miss my family. everyday,I really miss my family and friends.
lonely,Before I met my girlfriend and friend group_comma_ I was so lonely all the time,Before I met my girlfriend and friend group_comma_ I was so lonely all the time
lonely,I was lonely before I met my girlfriend and group of good friends,I was lonely before I met my girlfriend and group of good friends
lonely,My wife is off to her mom's_comma_ stuck alone at my home!!,My wife went to her Mom's place. so bored without her
lonely,My girlfriend and I are in a long distance relationship. It's rough sometimes not always having the person you love the most around,My girlfriend and I are in a long distance relationship. It's rough sometimes not always having the person you love the most around
lonely,All of my friends aren't speaking to me and I don't know why.,I don't know why I did but my friends aren't speaking to me and It feels very isolating.
lonely,Once my wife went with her family to the beach and left me at home by myself.,I hate being alone_comma_ but my wife and kids have gone on vacation with her family this summer.
lonely,i feel lost without my dog!,i feel lost without my dog!
lonely,I felt a lone one summer when my friends all went away. It just did not feel right,I felt alone one summer. All of my friends were away it seemed
lonely,At work_comma_ I am often the only employee in my building. Sometimes I get really bored and need to walk to one of the other buildings just so I can say hello to someone.,At work_comma_ I am often the only employee in my building.
lonely,I sometimes feel so alone since Ive been single,I feel so alone now that I'm single.
lonely,My dad just passed away. Even though I haven't lived near him to be able to see him often in a long time_comma_ I really feel his missed presence. It just feels... strange.,My dad just passed away. Even though I haven't lived near him to be able to see him often in a long time_comma_ I really feel his missed presence. It just feels... strange
lonely,I just moved to a new city for work. I do not know anyone that lives here.,I just moved to a new city for work. I do not know anyone that lives here.
lonely,I went hunting with a friend_comma_ but I somehow got separated. I had to spend all night by myself in the woods.,A few years back I got separate from my hunting party. I had to spend the night in the woods by myself.
lonely,I went to the bowling alley yesterday all alone because my friends ditched me.,I went to the bowling alley yesterday all alone - my friends ditched me.
lonely,No one showed up for my birthday. I was so alone.,No one showed up for my birthday party. I was so alone and sad.
lonely,The summer will be over soon and my kids will be back at school. I will miss them,School is about to start back. I think I'm gonna miss having my kids at home
lonely,I am lonely when my bf is away at therapy but its for the best,My partner is away at therapy and getting help staying somewhere else so it's hard but its' for the best
lonely,I just moved to a new city for work recently.  I don't know anybody here and am just stuck by myself at home.,I just moved to a new city for work recently. I don't know anybody here and am just stuck by myself at home.
lonely,I went to the park yesterday all by myself. I felt so lonely.,I went to the park yesterday all by myself_comma_ since my friends ditched me.
lonely,I invited all of my online friends in Fortnite. None of them joined to my surprise.,I invited all of my online friends in Fortnite. None of them joined to my surprise.
lonely,I haven't had a date in 4 years now. My last date was in high school_comma_ I'm so alone...,I haven't had a date in 4 years now. My last date was in high school_comma_ I'm so alone...
lonely,I hate being alone at my house_comma_ it's not fulfilling at all.,I hate being alone at my house_comma_ it's not fulfilling at all.
lonely,My sister used to live in the apartment next door but she moved away. I don't have any friends over here.,MY sister used to live in the apartment next door to me. She was my only friend in the complex.
lonely,I posted a party on social media this morning. Not single soul showed up and I am alone...again,I posted a party on social media this morning. Not single soul showed up and I am alone...again
lonely,Every  Thanksgiving i eat alone.,Every single thanksgiving_comma_ I eat alone.
lonely,I moved far away from the city. I hardly ever see my friends anymore.,I moved away from the city. I never see my friends anymore. It gets lonely out here.
lonely,After my two best friends moved away_comma_ I felt pretty depressed and miss them a lot.,Two of my best friends moved away recently not far apart from one another. Left me feeling a bit empty.
lonely,My husband had to go out of town for work. He will be gone for 2 months. I don't know what I will do.,My husband had to go out of town for work.
lonely,On the weekends_comma_ my kids go away and its just me.,On the weekends_comma_ my kids go away and it is just me.
