emotion,idx,prompt,first_utterance
anxious,34,The other week I was walking a friend's dog as a favour_comma_ but while out with the dog I lost it and could not find it for ages. It had run off into some trees_comma_ I was really getting anxious about it,Luckily it didn't end unhappily_comma_ the dog came back
anxious,35,I hate storms so much. We are supposed to be getting bad storms tonight. I have a feeling I won't be getting any sleep.,I hate storms so much. We are supposed to be getting bad storms tonight.
anxious,36,Tomorrow I have to give a big speech to my colleagues at work. I am very nervous.,I have to give a major speech tomorrow at work early in the morning.
anxious,37,My a/c is going out and it is supposed to be real hot today. I hope it doesn't break on me.,I can't get my house to cool down. I think the a/c is going out
anxious,38,I just dropped my son off at daycare for the first time. It was the first time I've been away from him for more than a couple hours.,I dropped my son off at daycare for the first time this week.
anxious,39,My family is trying to set me up with a family friend's kid.,My family is trying to set me up with a family friend's kid.
anxious,40,I have been having nightmares every night. I am not looking forward to going to sleep tonight.,I have been having nightmares every night.
anxious,41,I just took an English teacher certification test. I can't wait for the results to come back.,I am hoping to become an English teacher but I am waiting on test results to come back.
anxious,42,I anticipated greatly going to see a car on Craigslist. It was a really good deal so I wanted to see it right away.,I saw an amazing deal for a car on Craigslist! I couldn't think about anything until I got a chance to see it!
anxious,43,I was at the doctors office waiting for the results of a blood test and I was a little scared,I was at the doctors office waiting for the results of a blood test and I was a little scared
anxious,44,i hope that i can see my family by the end of the year,i hope that i can see my family by the end of the year
anxious,45,One time I walked into a final knowing damn well that I was gonna fail. Just the idea of knowing that I was gonna 100% fail was so nerve wracking.,I walked into a final knowing that I was gonna fail and it was so nerve wracking.
anxious,46,There was a wasp in my room this mornnig,There was a wasp in my bedroom when I woke up!
anxious,47,im excited to go to a concert on sunday_comma_ it should be awesome,im going to a concert on sunday and i cant wait!
anxious,48,I had to explain how something works at my job in front of a bunch of people. I'm not a fan of talking in front of a crowd.,Work was not a good experience today.
anxious,49,I was nervous when it storm last weekend. It rained hard,I was nervous when it stormed over the weekend. It was raining hard
anxious,50,I am going to look for a job as soon as school starts. Im excited.,I am about to enter the workforce again soon. Hopefully
anxious,51,The first day of my new job_comma_ I was very anxious. I felt like it was just a completely different world.,I was pretty anxious on my first day of work. It was like a new world I was entering.
anxious,52,I've been having to pee a lot lately. I know that's one of the symptoms of diabetes_comma_ and my dad has diabetes_comma_ too. Kind of worried to go to the doctor and get checked out.,I've been having to pee a lot lately. I know that's one of the symptoms of diabetes_comma_ and my dad has diabetes_comma_ too. Kind of worried to go to the doctor and get checked out.
anxious,53,One time I had been to a job interview. I was told that I would hear back in a week. I could not wait to find out if I got the job,I just had a job interview and I'm waiting to hear if I got the job.
anxious,54,I am about to embark on a three month trip. I am having second thoughts about it.,I am having second thoughts about my three month long trip.
anxious,55,can i do it alone?,can i really do everything alone? i just feel so useless
anxious,56,Tomorrow I start my new job.,Tomorrow is a fine day for me - I start my new job.
anxious,57,i am moving out of this country soon and i'm worried about my university,i am moving out of this country soon and i'm worried about my university_comma_ because i'll have a lot of exams to do and not gonna lie i'm stressed out.
anxious,58,I submitted a form to receive notifications for my banking app. I don't know why but the waiting got me feeling antsy..,"I submitted a form to receive notifications for my banking app. I don't know why but the waiting got me feeling antsy.."""
anxious,59,I have an exam tomorrow.,Hi_comma_ I have a very important exam tomorrow.
anxious,60,My mother had to have a medical test the other day and it took forever. They should not make people wait like that when it's a serious test.,My mother had to have a medical test the other day and it took forever.
anxious,61,I have to go to the doctor tomorrow. I hope I get a clean bill of health.,I have a doctor appointment tomorrow for a check up.
anxious,62,I can not wait for my best friend to visit from Germany.,I can not wait for my best friend to visit from Germany.
anxious,63,My family came to visit me recently. I always get nervous before having visitors.,my family came to visit recently_comma_ i always get so nervous about people visiting.
anxious,64,I don't like to go shopping at big stores. Whenever I think of going to a big store like walmart oe Meijers_comma_ I start feeling panicked.,I don't like to go shopping at big stores.
anxious,65,I was hit by a tornado in the middle of the night and now I can't stand big storms.,I am so super scared of big storms.
anxious,66,I was waiting to see if I got a job I interviewed for. I was nervous because I didn',I applied for a job once that I really wanted. I can remember nervously waiting for a call back.
anxious,67,When I first registered for university after having been out of school for 4 years. I wasn't sure if I was still going to be able to do the work.,It was such a relief that I knew the work they were doing in school.
anxious,68,I start a new job on monday.,I start a new job on monday.
anxious,69,I seriously can NOT wait to finish work so I can go to the beach.,Im going to the beach after work_comma_ and I am so excited_comma_ cant wait.... counting down every little second.
anxious,70,I start back at work soon. The beginning of the school year always has me on edge.,The school year starts again soon_comma_ which means I have to start working again.
anxious,71,anxious: idk if can save enough,I feel uneasy because I don't know if I will be able to save enough money in time
anxious,72,Today was a big deadline at work. We have various support responsibilities_comma_ so I was worried that it may not go as well as planned.,Man_comma_ I really thought today could be a crazy day.
anxious,73,I have an exam and cant help but feel something bad will happen.,I have an important exam tomorrow and feel that something bad will happen.
anxious,74,I am feeling anxious about my test tommorrow,I am feeling anxious about my test tomorrow
anxious,75,I am expecting the reports from my doctor. I am not sure what is the matter with me and will find out.,I hope to get the good news from the doctor today.
anxious,76,I am so worried about my math test coming up. I am afraid I will flunk it. I need to study more.,I got a big math test coming up. I am so worried I will flunk it.
anxious,77,Uni is starting up soon and im nervous,Uni is starting up soon and im nervous
anxious,78,I didn't pay my taxes this year. I am nervous I may get audited.,I didn't pay my taxes this year.
anxious,79,I'm going to ride a jet ski for the first time this weekend.,I'm going to ride a jet ski for the first time this weekend.
anxious,80,next week i will be presenting my project,i will be presenting my project to the company and am tensed about it
anxious,81,I have been waqiting to hear back about my second interview for a new job.,I have been waiting to hear back about my second interview for a new job
anxious,82,I was having serious medical issues so I went to the doctor. They worried it was all these terrible things_comma_ so they had to run tests.,I went to the doctor for medical problems.
anxious,83,My husband and I both work for ourselves_comma_ so as the end of the month approaches_comma_ we can sometimes feel a little worried about bringing in the funds we need.,"My husband and I both work for ourselves -- a blessing and a curse at times_comma_ since it can be tough to determine a ""regular"" income."
anxious,84,I feel nervous most of the time but when my regional boss comes into town it gets pretty bad,I feel nervous most of the time but when my regional boss comes into town it gets pretty bad
anxious,85,I am so ready for this weekend. The kids are leaving and I get to do absolutely nothing,Kids are going to my sisters for the weekend. I can't wait
anxious,86,i will be having an exam next week,am so anxious about the exam and i feel like i am not ready for it
anxious,87,I am feeling this way while I am preparing for grad school.,Getting everything ready for grad school is so stressful.
anxious,88,i am nervous for a meeting i have later,i am nervous for a meeting i have later
anxious,89,I'm taking the California Bar exam in February and I am suuuuper nervous.,I'm taking the California Bar exam to become an attorney in February and I'm sooo nervous!
anxious,90,I'm ready for Fall weather to arrive.,I'm tired of this hot weather. I'm ready for Fall.
anxious,91,I have a Dr appointment tomorrow to make sure my cancer is still in remission.,I have a Dr appointment tomorrow to make sure my cancer is still in remission.
anxious,92,When I order something online_comma_ I am so impatient to receive it,When I order something online_comma_ I feel so impatient waiting to receive it
anxious,93,Work has been slow lately_comma_ making me stressed.,5
anxious,94,I've got a lot of bills that are overdue_comma_ and can't afford to pay them yet. I'm really worried about my financial future right now.,Finances aren't great right now. I've got a lot of bills that are overdue_comma_ but I can't afford to pay them :(
anxious,95,I had to go in for an mri scan due to some headaches. Fortunately the mri was clear_comma_ but my mother has MS and we were worried.,I had to go in for an MRI scan due to some headaches that the dr couldn't get figured out.
anxious,96,Big day next week and I can't wait. My daughter will be in an Honors class her freshman year.,I am excited for my daughter starting school week after next.
anxious,97,i cant wait to hear if my house sells. i am so nervous,Hey_comma_ I have some good news.
anxious,98,I am stressed by my blood test results that I will receive tomorrow.,I am stressed by my blood test results that I will have tomorrow.
anxious,99,when im stuck in high traffic my anxiety goes through the roof,When ever i drive around 3 pm or 4 _comma_ or even at 7 am _comma_ my anxiety goes through the roof crazy traffic i honestly would not drive if i did not have too
anxious,100,I'm moving next week and i'm unsure about it.,I'm moving next week and i'm unsure about everything.
anxious,101,I woke up yesterday and forgot I had a midterm exam later that same day. I had to quickly cram because I was worried that I wouldn't remember the material for the test.,Hey_comma_ yesterday I forgot I had a test and spent the entire day worrying about it while trying to study.
anxious,102,I have a dentist's appointment today. I have always hated going to the dentist_comma_ so much pain.,I am nervous about going to the dentist's office today.
anxious,103,I'm going on a work trip this weekend_comma_ but I hate flying. I'm really nervous about the flight.,My work is sending me on a business trip_comma_ but I'm really nervous about getting on the plane.
anxious,104,the new madden came out today_comma_ i was so amped for it,madden came out today_comma_ i was so stoked
anxious,105,I had a job interview today and im super nervous. I think it went well but I won't find out about it until Friday,Im so nervous and I have to wait until friday before this feeling goes away
anxious,106,I recently flew for the first time on an airplane. My anxiety was through the roof!,I recently flew for the first time on an airplane!
anxious,107,I am not looking forward to my job interview_comma_ I do not want to do poorly,I am not looking forward to my job interview_comma_ I do not want to do poorly
anxious,108,everytime i order something i really want it makes my anxiety go through the roof,I remember ordering tattoo machines _comma_ then was given the the date of delivery it was going to take 5 weeks that put my anxiety through the roof
anxious,109,I had to have some tests run due to an unclear mammogram. It took days for the results to come back and thankfully they were all clear.,I had to have some extra tests ran a few weeks back due to an unclear mammogram.
anxious,110,I am starting a job next week in a new school as a teacher and I have to give a speech in front of the entire school. Pubic speaking in front of that many people isn't my favorite thing.,I am starting a job next week in a new school as a teacher and I have to give a speech in front of the entire school. Pubic speaking in front of that many people isn't my favorite thing.
anxious,111,i was nervous about my car overheating,i was nervous about my car overheating
anxious,112,I am ready for my birthday next week.,I am ready for my birthday next week.
anxious,113,I can't wait for school to start. Just a couple more days,Just a couple more days and they are outta here
anxious,114,I was talking to my aunt on the phone but I felt awkward and nervous because I am not good at talking.,I was on the phone with my aunt. I am so awkward and bad at speaking so I was nervous.
anxious,115,I'm going on a flight next week and I haven't been on a plane before. It makes me quite nervous and scared,I'm going on a flight next week and I haven't been on a plane before
anxious,116,One time I had an in person interview for a job. I did not really feel prepared for it,I had a job interview that I didn't really feel prepared for.
anxious,117,I was really nervous when starting a new job a few months ago..,I was really nervous when starting a new job a few months ago..
anxious,118,I'm pretty worried about what the future will hold. I hope it's bright!,I'm pretty worried about what the future will hold. I lose my job tomorrow. Trying to keep my head up!
anxious,119,We have to fly across the country this coming weekend and I hate flying so much! I feel dizzy just thinking about it.,We have to fly across the country this coming weekend and I hate flying so much! I feel dizzy just thinking about it.
anxious,120,I start my new ob tomorrow. I am so nervous.,I start my new job tomorrow and I am so nervous about it.
anxious,121,I have a job interview coming up next week. I'm a little nervous about it.,I've got a job interview next week. I'm feeling a little uneasy about it.
anxious,122,i have a test this week and im scared,i have a test this week and im scared ill do bad
anxious,123,I've a bit nervous. I've got a blind date tomorrow.,I've a bit nervous. I've got a blind date tomorrow.
anxious,124,Having an existential crisis and realizing I'm going to die and there's no way to know what will happen when I do,I recently had an existential crisis. It was awful
anxious,125,i felt anxious when i do _comma_my work in office,i felt anxious during my work. the finance related work which gives me satisfaction
anxious,126,I am so ready for the first Monday Night Football game.,I am so ready for the first Monday Night Football game.
anxious,127,I'm very socially awkward,I'm very socially awkward and tomorrow i'm going to have a playdate with some local moms and i'm so anxious
anxious,128,I was very nervous to fly on a plane.,I was flying to Alaska and it was a nervewracking flight.
anxious,129,I have to go to a doctor's appointment on Monday. Hospitals make me so nervous.,I have to go to a doctor's appointment on Monday.
anxious,130,I've been having some serious headaches lately. I don't know why.,I've been having some serious headaches lately. I don't know why.
anxious,131,I am nervous about my upcoming job interview_comma_ it has been awhile,I am nervous about my upcoming job interview_comma_ it has been awhile
anxious,132,I have a date tomorrow night with a someone new I just met. I think I really like her so I am feeling some butterflies right now.,I met a new girl and have a date with her tomorrow night. I have a lot of butterflies in my stomach right now!
anxious,133,When my pet got badly injured a few months ago_comma_ I thought for sure that she would not make it.,My aggressive pet rat attacked the baby rat and left her a horrible gash on her abdomen!
anxious,134,Tehre was a wasp in my room this morning,There was a wasp in my bedroom when I woke up this morning.
anxious,135,I have to go into a new job today. My friend told me it wasn't any fun.,I am starting a scary type of new job today.
anxious,136,I had gone on an interview for a job I wanted. I was waiting to hear back_comma_ but it was taking a really long time for them to contact me.,The last job interview I went on also went well_comma_ but it took a long time to hear back from them.
anxious,137,A few months ago_comma_ a good friend of mine that I look up to attempted suicide. Thankfully he survived and is doing much better now_comma_ but I just felt so shaken up by the whole thing.,A few months ago_comma_ a good friend of mine that I look up to attempted suicide.
anxious,138,I let my health insurance coverage lapse and don't have any insurance right now. Figured I'd be okay since I'm young and haven't gotten sick or hurt in years. Just yesterday_comma_ someone smacked into me and my leg hurts a ton now.,I let my health insurance coverage lapse and don't have any insurance right now. Figured I'd be okay since I'm young and haven't gotten sick or hurt in years. Just yesterday_comma_ someone smacked into me and my leg hurts a ton now.
anxious,139,ive been feeling really nervous for the past few days and i cant quite tell why_comma_ Nothing is specifically going wrong but on the other hand it feels like something is going wrong,gosh ive been feeling so nervous for the past 24 hours_comma_ its almost like an impending sense of doom_comma_ To my knowledge theres nothing about to go wrong or blow up in my face but it feels like something is going badly
anxious,140,Before my final math exam. I needed to score a 90%.,Have to get a high mark on this exam.
anxious,141,I've been having to deal with me and my wife's new business and it's been kind of sttressful.,I've been having to deal with me and my wife's new business and it's been kind of stressful.
anxious,142,I have to go into get my tooth pulled soon. I don't do well at the dentist.,I have to go get my tooth pulled soon. I hate the dentist
anxious,143,i cant wait to see if i got a raise on my next paycheck,i cant wait to see if i got a raise on my next paycheck
anxious,144,i have a huge bachelor party coming up_comma_ feeling nerouvs,4
anxious,145,I start a new job on Monday! I am excited but very nervous!,I start a new job on Monday! I am excited but very nervous!
anxious,146,I wasnt sure how I was going to pay my car insurance on time. If I didn't_comma_ it would get canceled.,I made it happen!
anxious,147,"I think it's funny how I got the lead role for ""The Selfish Giant"" in my elementary school play....I was the shyest kid in my class and was really nervous at first...but I nailed it twice and had parents and teachers crying when my character died_comma_ it was hilariously cool","Back in elementary school I got the lead role in a play_comma_ ""The Selfish Giant"" based off Oscar Wilde's short novel...I was really nervous and timid at first...but knocked em dead 2 nights in a row_comma_ had parents and teachers crying and applauding it was pretty hilarious"
anxious,148,anxious: I can't help feel stressed about money,I can't help feel stressed about money
anxious,149,My fiance works as a technician installing internet at peoples homes_comma_ and they are always tipping him. Often with food and it makes me nervous sometimes.,My fiance works as a technician installing internet at peoples homes_comma_ and they are always tipping him. Often with food and it makes me nervous sometimes.
anxious,150,I have my performance appraisal tomorrow at work! I am really nervous!,I have my performance appraisal tomorrow at work! I am really nervous!
anxious,151,I felt really nervous when I took my driving test,felt really nervous when I took my driving test
anxious,152,I took a test for my class last week. I didn't prepare for it at all. I'm so nervous waiting for the results to come back!,I took a test for class last week. I didn't prepare for it at all. So right now I'm so worried waiting for the results.
anxious,153,A couple weeks ago_comma_ I was up for selection for a promotion at my job. I have been preparing for the promotion for the past couple of months. The days leading up to the promotion board were very high strung and I was very anxious.,Hello_comma_ my friend. I just received my promotion results back and it turns out I was not selected - which is a colossal bummer.
anxious,154,School starts in a few days. I am too excited.,School is about to start. Summer is over.
anxious,155,My girlfriend lost a lot of weight.,My girlfriend lost a lot of weight.
anxious,156,im waiting for bloodwork to come back,im waiting for a test work to come back and im kinda sweating it
anxious,157,Every time I walk across a major street I am afraid I am going to be hit. I use the crosswalk and look both ways but I keep thinking someone will not stop. I wish I didn't worry so much.,When I cross a major street I am always worry about getting hit by a car. I try to be careful and only cross at the crosswalk but I am still nervous.
anxious,158,Thieves came to break into our compound last week_comma_ but was caught,Thieves wanted to break into my compound _comma_ when they were caught_comma_ I was eager to see their faces
anxious,159,I shot a roll on 35mm film. I was very excited to see the results.,I shot a roll on 35mm film. I was very excited to see the results.
anxious,160,School starts back in 2 weeks. I'm a bit nervous about the new students/class that I will have.,I'm a teacher. School starts back for me in two weeks.
anxious,161,I am so ready for September.,I am so ready for September.
anxious,162,My thermostat is out of control. Feels like winter here.,My thermostat is out of control. Feels like winter here.
anxious,163,I've got an employee review at work on monday.,I've got an employee review at work on monday.
anxious,164,I always feel anxious in a crowded room,I always feel nervous in a crowd.
anxious,165,I was anxious when I applied for graduate school,I was anxious when I applied for graduate school
anxious,166,I am so prepared for this storm coming up. But I didn't buy any fun stuff..,I have a new storm shelter and food. But I didn't get anything to play with for the storm.
anxious,167,I'm not really sure if I am going to be able to find a gift for my wife's birthday.,I'm not really sure if I am going to be able to find a gift for my wife's birthday.
anxious,168,I am really nervous for my swimming test next week.,I am really nervous for my swimming test next week.
anxious,169,I took a huge test today and man it made me so nervous. I really hope I did well on it.,I took a huge test today and man it made me so nervous. I really hope I did well on it.
anxious,170,My son had to have surgery to remove his tonsils last month. I know it's a routine procedure_comma_ but I could not sit down for the entire time and I was so relieved when they said everything went just fine.,Last month my son had to have surgery to have his tonsils removed.
anxious,171,I have a dentist appointment tomorrow and it's starting to make me a bit nervous. I have to get a filling replaced.,I am so nervous. I have to go to the dentist tomorrow to get a filling replaced.
anxious,172,I am so ready for the weekend_comma_ I get to drive a NASCAR.,I am so ready for the weekend_comma_ I get to drive a NASCAR.
anxious,173,I am learning how to wake-board this weekend! I am really nervous though!,I am learning how to wake-board this weekend! I am really nervous though!
anxious,174,When I went back to work_comma_ I felt very uneasy about taking my infant to daycare. I was so afraid something would happen to him_comma_ I quit my job after three weeks back to stay home with him full time,When I went back to work I felt very uneasy about taking my infant to daycare. I was so upset and worried.
anxious,175,My husband was up for a big promotion. We waited a long time_comma_ but finally it came through.,My husband was up for a big promotion and we had to wait forever.
anxious,176,Going to the dentist always worries me.,Going to the dentist always has me on edge. I hate it!
anxious,177,when i don't know what's going to happen it gives me so much stress,when i don't know what's going to happen it gives me so much stress
anxious,178,I got laid off a few months back and was really worried about paying my bills. It was consuming me. But I ended up getting a new job the week my unemployment ran out!,I lost my job earlier this year. I was really worried about how to pay my bills and finding a new job.
anxious,179,waiting for my twins to be born,my twins will be born tomorrow morning! i wont be able to sleep tonight
anxious,180,I have my math test tomorrow and didn't study. I don't feel very good about it.,I have my final math test tomorrow.
anxious,181,I couldn't get any sleep last night. Something was scratching on my window.,Man I couldn't get any sleep last night.
anxious,182,I always get nervous when I drive. The possibility of getting into a car accident is nerve wrecking.,I always get nervous when I drive. The possibility of getting into a car accident is nerve wrecking.
anxious,183,I've got to give a big speech at a wedding tomorrow and I'm getting shaky just thinking about it. I wish I could just get it over with.,I'm in a wedding party tomorrow_comma_ and I've been called upon to give a big toast during the reception.
anxious,184,I am worried I won't wake up to my alarm,I am worried I won't wake up to my alarm
anxious,185,I am worried about my cat. She is acting kind of strange. I hope she doesn't have an illness.,I am worried my cat is not feeling well. She doesn't move around much. I hope she doesn't have any health problems.
anxious,186,I took a test to get into Mensa. I didn't know how I did and really wanted to get in. I was worried about it!,"I took a test to get into Mensa. I didn't know how I did and really wanted to get in. I was worried about it!"""
anxious,187,when i was waiting on my baby to be born,i was on pins in needles waiting for the arrival of my first born
anxious,188,I had a video job interview.,I had a video job interview. That was a new experience.
anxious,189,I am worried about how I'll pay rent on time.,I am worried about how I will pay rent on time this month.
anxious,190,I came home and my outside window to my cat room was broken. It makes me feel scared as I am in a bad neighborhood and would like to know what happened when I wasn't home?,I came home and my outside window to my cat room was broken.
anxious,191,I was on my first blind date!,it was my first blind date and I was thinking_comma_ what am I doing here.
anxious,192,I can't wait for summer to be over. I want the heat to be over.,I am so ready for summer to be over
anxious,193,I'm going to drive a truck. Never driven a car that big before.,I'm going to drive a truck. Never driven a car that big before.
anxious,194,I am so ready for Thursday.,I am so ready for Thursday.
anxious,195,The night before a job interview I have a difficult time sleeping. I get too nervous about meeting them,I have a difficult falling asleep before a job interview
anxious,196,I was nervous for my mom's surprise party,I was nervous for my mom's surprise party
anxious,197,I was nervous my first year of college. I just did not know anyone,I was nervous my first day of college. I did not know anyone
anxious,198,I just can't wait until this weekend! I am going on a trip to the Bahamas for a week! I can't stop thinking about it!,I just can't wait until this weekend! I am going on a trip to the Bahamas for a week! I can't stop thinking about it!
anxious,199,I have my final exam tomorrow. I am so nervous!,I have my final exam tomorrow. I am so nervous!
devastated,0,I had to put my cat to sleep last week. He was old_comma_ sick and in pain so it was time. I am still so heartbroken_comma_ though.,I had to put my cat to sleep last week. It was so hard.
devastated,1,My fiance died when I was 18,Ok_comma_ buckle up this one's sad. My fiance died when i was 18
devastated,2,I have to put my dog down.,I have to put my dog down_comma_ she's so sick. I don't know how I am going to cope with this.
devastated,3,Right after buying a brand new phone I dropped it and shattered the screen. I barely had any time to use it.,I bought a new phone recently and not long after i dropped it and shattered the screen_comma_ first time this happens and it was just terrible.
devastated,4,I was broken when i heard a bad news from my office,Some of my collegues wete sacked by the management
devastated,5,I was devastated when I lost my Phone,I was devastated when I lost my phone
devastated,6,My car was broken into.,My car was broken into last night. I lost my laptop_comma_ loose change I had in the cupholders_comma_ my GPS_comma_ and they yanked my radio set out.
devastated,7,My cat that I had since she was a kitten passed away. She was only four years old. I was completely crushed.,My kitty that I had since she was a kitten passed away. She was only four years old.
devastated,8,When my dog Buddy died_comma_ I was horribly upset.,When my dog Buddy died_comma_ I was horribly upset.
devastated,9,I was sad when my cat died. He was so sick,I was sad when my cat passed away. He was so sick
devastated,10,I was shocked when Lebron left the Cavs again,I was shocked when Lebron left the cavs again!
devastated,11,I was so hurt when i found out a friend of mine lost his brother,My friend lost his brother recently and it was so sad
devastated,12,i took a pregnancy test just to find out it was negative,i took a pregnancy test just to find out it was negative
devastated,13,My wife is going to divorce me. I am so sad about it.,My wife is going to divorce me.
devastated,14,i was crushed when i couldnt get the day off,i was crushed when i couldnt get the day off
devastated,15,I applied for a job and thought I was going to get the position. They called and told me that the position had already been filled. I was devastated.,I just received a phone call that I didn't get the job I applied for. I am devastated.
devastated,16,I couldnt believe i didnt win the lottery yesterday!,I couldnt believe i didnt win the lottery yesterday!
devastated,17,I had written a 20 page paper for a class. Before I could save it the computer crashed and lost all of my work.,I wrote a 20 page paper for a class. I walked away from the computer for a second and when I returned I had lost all of my work.
devastated,18,My wife just told me today that my vasectomy failed_comma_ if you know what I mean.,My wife just told me today that my vasectomy failed_comma_ if you know what I mean.
devastated,19,My cat passed away the other day. I've been so distraught over it.,My cat passed away the other day.
devastated,20,A friend let me know the morning of Christmas of 2007 that my best friend had fallen off of a roof and died.,The hardest time in my life was when my best friend died on Christmas of 2007.
devastated,21,My puppy died very suddenly a year ago. I still feel so terrible. I miss him a lot,My puppy died suddenly a year ago. I still miss him like crazy.
devastated,22,We have to make an expensive car repair. This is coming just after finding out our roof is finally kaput.,We have to make an expensive repair to our car.
devastated,23,I saw my ex-girlfriend on a date with my best friend. I am so hurt right now.,I saw my ex-girlfriend on a date with my best friend.
devastated,24,My mom lost her battle with cancer.,My mom lost her battle with cancer_comma_ I was prepared for it but it still hurts so bad.
devastated,25,I put a deposit down on a dog_comma_ but it died before I could pick it up. I was so sad.,I put a deposit down on a dog_comma_ but it died before I could pick it up. I was so sad.
devastated,26,My mother in law was recently placed in hospice and is not expected to live much longer.,My mother in law was recently placed in hospice and is not expected to live much longer.
devastated,27,My little brother go in a car crash over the weekend. I was so upset,My little brother go in a car crash over the weekend.
devastated,28,The first time I heard that Steve Irwin had died I couldn't believe it...he was like my childhood hero. It was such a tragedy_comma_ the guy gave so much to the world,Steve Irwin's death was kind of a shock to me since he was like a childhood hero of mine...that guy gave so much to the world_comma_ it's such a tragedy
devastated,29,My flight got cancelled and I missed my son's birthday.,My flight got cancelled and I missed my son's birthday.
devastated,30,My neighbors chopped down a tree in my front yard while I was away from my house. I felt so angry and upset.,I came home and I quickly realized that my neighbors chopped down a tree in my front yard while I was away on vacation.
devastated,31,My softball team just lost the season championship by 1 run in extra innings. I am so disappointed.,My softball team just lost the season championship by 1 run in extra innings. I am so disappointed.
devastated,32,After working at my job for over 2 decades_comma_ they're closing down.,After working at my job for over 2 decades_comma_ they're closing down.
devastated,33,I was so sad when my mom passed away. I did not expect it,I was sad when my mom died. It happened so randomly
devastated,34,I met this girl on Tinder and we really hit it off. Then she randomly ghosted me and it made me really upset.,I met this girl on Tinder and even though we didn't go the distance we really hit it off at first.
devastated,35,I really wanted my last relationship to work out. But instead she basically just ghosted me and moved on.,My last relationship seemed to going so well until she basically flat out ghosted me.
devastated,36,I was completely down_comma_ when i heard my father died in road accident,I was completely devastated when i heard my father died in car accident
devastated,37,lost my cat whisker he was the best pet i have ever had,my cat of 13 years was the best thing that ever happened to me_comma_ he is now gone
devastated,38,Watching my house burn down after getting my family out. It was such a cold and bitter night.,Can't believe I just saw all my possessions disappear.
devastated,39,I cried when the Leafs lost in the playoffs.,I cried when the Leafs lost in the playoffs.
devastated,40,When my dog died last year_comma_ it killed me. It was so random,When my dog died last year I was so sad. It happened randomly
devastated,41,I was devestated when my grandmother passed away_comma_ i was unsure what to do with myself for a long time after,I was devestated when my grandmother passed away_comma_ i was unsure what to do with myself for a long time after
devastated,42,My father almost died last year. The whole experience was very_comma_ very tough,My father almost passed away last year. It was very tough on everyone
devastated,43,My old cat is very sick and we have to put her down next week. She is 23 years old.,My old cat is very sick and we have to put her down next week.
devastated,44,i was shattered by the news.,i was shattered by the news today_comma_ seeing all those innocent die made me very sad
devastated,45,I applied for a job online. I didn't get approved.,I applied for a job online and I didn't get approved.
devastated,46,Last week I dropped my brand new phone. The glass cracked and now looks terrible. I was so upset about it.,Last week I accidentally dropped my brand new phone. The glass is now shattered.
devastated,47,"When I found out that I wasn't going to be one of the ones who gets to walk on the moon during the upcoming lunar missions_comma_ I took it pretty hard. I've been training my whole life for this_comma_ and now I just have to do lame NASA grunt work because I have a ""communicable disease that makes me a flight risk."" It's just ebola_comma_ what's the big deal?",Look_comma_ can we just be honest with each other for a second? Having ebola shouldn't mean that I have to be grounded and miss out on my chance to walk on the moon during the upcoming lunar missions.
devastated,48,I was wearing my favorite white shorts out to eat. I accidentally sharted.,I was wearing white shorts the other night to dinner and over trusted a fart
devastated,49,I just ran out of financial aid for school. I don't know what I'm going to do.,I ran out of funds for college and they want me to get a private loan.
devastated,50,I found out a friend of mine from high school passed away.,I found out that a friend of mine from high school passed away recently.
devastated,51,My uncle died last week_comma_ I loved him so dearly,My uncle died in the hospital_comma_ he had malaria _comma_ till now_comma_ I've not been myself
devastated,52,My husband's grandmother and I were very close. We hung out and talked every day. One Friday she called me and asked me to go to breakfast with her. While at breakfast_comma_ she told me that her and her husband were going on vacation. She was so excited. They left the next morning and I called and told her to have fun and be safe. She told me she would and that she loved_comma_ and I told her I loved her. Early the next morning_comma_ we found out that she had a heart attack and had died. I was heart broken.,My husband's grandmother and I were very close. We hung out and talked everyday. One Friday_comma_ we went to breakfast and she told me that her and her husband were going on vacation the next day. She was so excited. The next morning I called her after they had left and told her to be safe_comma_ have fun_comma_ and that I loved her. She told me she loved me too. The morning after that phone call_comma_ we found out that she had a heart attack and died.
devastated,53,My car burned down in a fire.,Unfortunately there was a fire in my garage yesterday.
devastated,54,I found out my cat left me.,I found out my girlfriend left me for someone else.
devastated,55,In previous job_comma_ I was laid off. I felt like everything around me was failling apart. I felt terrible bad and cried.,In previous job_comma_ I was laid off. I felt like everything around me was failling apart. I felt terrible bad and cried.
devastated,56,I won a pair of tickets to go to Rockfest this summer. Unfortunately_comma_ none of my friends could go and so I ended up staying home instead.,I won a pair of tickets to go to Rockfest this summer.
devastated,57,My AC went out a month ago. I just knew it had to be the summer.,My Ac went out a month ago. I knew it was gonna be during the summer.
devastated,58,Not too long ago_comma_ I lost a watch one of my closest friends gave me for my birthday years ago. I was devastated!,My childhood friend gave me a watch for by birthday a few years ago_comma_ I lost it in a move recently. I'm pretty upset by it.
devastated,59,I was in complete shock to receive the news of the demise of a bosom friend,We had talked on phone a night before
devastated,60,I am so sad about the bridge collapsing.,I am so sad about the bridge collapsing.
devastated,61,I went and applied for a new teaching position. I went through 3 different interviews and I just knew it was mine. I got a phone call 3 days later that they hired someone else.,Have you ever thought something was yours and you wanted it so bad only to find out that it wasn't?
