context,prompt,first_utterance
angry,My kid destroyed my entire bathroom today. It upset me pretty bad.,"My kid trashed my entire bathroom this morning, was definitely not a good morning."
angry,i was pissed when i saw someone put a dent in my door,i was pissed when i saw someone put a dent in my door
angry,Someone ran over my mailbox this morning. They left it totally demolished.,I went outside to get my paper this morning. Someone had ran over my mailbox!
angry,I'm upset at my brother for stealing my ice cream,I'm upset at my brother for stealing my ice cream
angry,Last night someone broke into my car. They stole all my change that I had in the cup holder and also my son's birthday present that was in the trunk.,Someone broke into my car last night.
angry,Bought a laptop I really needed last month. The price went down by $200. Wish I would have waited.,Bought a laptop I really needed last month. The price went down by $200. Wish I would have waited.
angry,I am so tired of my friends flaking on plans. They are so unreliable,My friends are always flaking on me
angry,"My boyfriend and I broke up and he moved out. Before he left, he damaged a lot of my stuff.",My boyfriend and I broke up and he moved out.
angry,This is the third night in a row I can't sleep. My doc isn't giving me the right meds,I think my doctor might be giving me the wrong meds. This is the third night in a row where I can't sleep
angry,My dog pooped on the rug yesterday. I was so mad.,5
angry,"Yesterday, I took a flight. During the flight, I went to toilet and came just after me. She kept knocking on the door repeatedly, aggressively and multiple times.","Yesterday, I took a flight. During the flight, I went to toilet and a woman came just after me. She kept knocking on the door repeatedly, aggressively and multiple times."
angry,I was waiting for a package and I watched the mailman drive by my house without delivering it.,I ordered a package and had to stay home to sign for it and the mailman drove past my house and didn't deliver it.
angry,I asked for extra pickles on my burger at McDonald's. When I got it they only put 5 pickles on it!,I really like pickles on my burgers so I ordered mine with extra pickles today.
angry,I felt angry in the supermarket this week. The staff were ignoring the self serve checkouts.,I got angry in the supermarket yesterday
angry,"I was stopped at a red light and a woman in a truck scraped all along the side of my car. She seemed high or something, so I don't know what was wrong with her.",I was stopped at a traffic light when a woman in a truck scraped slowly along the side of my car.
angry,My husband ate the last of the bread and didn't tell me. He ruined my entire dinner plan,I had made plans for dinner and had set everything out and I found out my husband ate all the bread!
angry,I was at the gas station filling my car up with gas and this guy pissed me off. He kept looking at my butt and making comments.,I had an awful time getting gas today at 7/11 because of someone there.
angry,I'm livid when I hear about my friend's situation with his kids. He's a single dad with 2 daughters but his ex-wife just takes advantage of his generosity.,I feel mad when I hear about my friend's situation with his 2 daughters. He's a single dad who works 10 hour shifts 6 days a week and the ex-wife collects the child support cash to pamper her new boyfriend
angry,I spilled my coffee on my keyboard and now it's sticky. I am so furious!,I spilled my coffee on my keyboard and now it's sticky. I am so furious!
angry,"My girlfriend stole my credit card before leaving. Now, I have money issues.","My girlfriend stole my credit card before leaving. Now, I have some financial problems."
angry,Someone cut me off in traffic. I was very frustrated when this happened. Then they went slower than I was.,I was in traffic just the other day.
angry,When I got cut from my hockey team. I worked so hard.,Can't believe they cut me.
angry,"After dating my girlfriend for 3 years she still won't accept my marriage proposal, I am so furious","After dating my girlfriend for 3 years she still won't accept my marriage proposal, I am so angry with her"
angry,I arrived at work only to be told they had changed the schedule and I wasn't on it anymore. I wasn't notified beforehand.,"One time I drove all the way to work, just to be told they changed the schedule and I wasn't supposed to be there."
angry,My daughter is being bullied at school and her teachers aren't doing a thing about it.,"I have no idea what to do, my daughter has been complaining about bullies. I've had meetings with her teachers but the bullying hasn't stopped!"
angry,My sister and I are fighting.,My sister and I got into this huge fight and she called me a fat cow.
angry,I found out that someone I thought was my friend really isn't my friend. She stole money from me!,I just found out that my friend isn't really my friend at all.
angry,My father cheated on my mother. I was not happy with him at all.,So i found out my dad was cheating on my mom for 3 years.
angry,I am angry that the person I live with still doesn't like paying bills. You have to pay bills to have things. That is how life works.,I am very upset and a bit disgusted by that the person I live with still doesn't like paying bills. You have to pay bills to have things
angry,I lost my wallet at work today. I am so upset I did that.,I lost my wallet at work today.
anxious,I am worried about a flight coming up.,I have a flight coming up and i absolutely hate flying.
anxious,We made the decision to homeschool our girls. It's a tremendous responsibility and I still don't think I've got it all together.,We made the decision to homeschool our girls years ago.
anxious,I'm really stressed that I'll have enough money to cover the bills this month. I might need a loan.,I'm really stressed that I'll have enough money to cover the bills this month.
anxious,my husband and i are trying to have a baby,my husband and i are trying to have a baby
anxious,My college entrance exam is tomorrow.,My college entrance exam is tomorrow and I can't stop thinking I will fail.
anxious,I am feeling uncomfortable in my body today. I am not sure why...but ever since my body changed so much in pregnancy..and I am having to work so hard to get it back to normal..somedays I am just uncomfortable and don't want to wear anything and I don't want to go out.,I am feeling uncomfortable in my body today.
anxious,"for my house to sell, and my wife to start her new job in 2 weeks.","I cant wait for the next 2 weeks. My house is going to be sold, and my wife is starting her new job! ahhhh"
anxious,I'm ready for Fall weather to arrive.,I'm tired of this hot weather. I'm ready for Fall.
anxious,I am always cuios about the things i dont know,I am curios to undersand the the i dont know
anxious,My dog is sick so i took him to the vet now we are waiting for the results of his bloodwork,my dog is sick we took him into the vet and now we are playing the waiting game
anxious,There was a wasp in my room this morning,There was a wasp in my bedroom when I woke up this morning
anxious,"I really do not like doctors. When they decided to do a c-section on my 1st child, I was quite upset and worried.","I really do not like doctors. I hate going, I am freaked out by surgery, etc.."
anxious,I just got a bunch of bills in. I am worried I wont have enough money to pay for them all,I just got a bunch of bills in.
anxious,I was waiting on some pregnancy test results from the doctor. My appointment is next week and my nerves are all over the place,I was waiting on some pregnancy test results from the doctor.
anxious,I am really nervous about my court date on Monday.,I am really nervous about my court date on Monday.
anxious,I met up with this girl from Tinder one time. She was really awkward and that made me awkward too.,I met this girl from Tinder one time and it went so badly haha.
anxious,"I have a big presentation tomorrow, and I'm not sure if I'm prepared enough. I think I need more time to refine my notes","I have a big presentation tomorrow, and I'm not sure if I'm prepared enough"
anxious,"I've been having to pee a lot lately. I know that's one of the symptoms of diabetes, and my dad has diabetes, too. Kind of worried to go to the doctor and get checked out.","I've been having to pee a lot lately. I know that's one of the symptoms of diabetes, and my dad has diabetes, too. Kind of worried to go to the doctor and get checked out."
anxious,I was planning on going to a concert last night but I didn't go because I ended up not wanting to go by myself. I feel like I'm going to regret not going.,Last night was quite a bummer.
anxious,I have an important job interview and i am nervous about it.,I have an important job interview and i am nervous about it.
anxious,Tomorrow I start my new job teaching kids. I really hope it goes well!,Tomorrow I start my new job teaching kids. I really hope it goes well!
anxious,There was a wasp in my room this morning when I got up,When I got up there was a wasp in my room this morning
anxious,coped pulled me over for going 90 in a 65 and i thought i was going to lose my license and maybe get arrested.,got pulled over last night for going 25mph over the speed limit.
anxious,I am right now feeling aggravated by my daughter.,My daughter is aggravating me over not being allowed to be on the computer.
anxious,I was waiting to see if I got a job I interviewed for. I was nervous because I didn',I applied for a job once that I really wanted. I can remember nervously waiting for a call back.
anxious,Wondering about the future,There's too many things to think about
anxious,My partner is being a big fat jerk. I really don't think I can deal with his childish crap anymore and lies.,My partner is being a big fat jerk.
anxious,I go on vacation tomorrow.. I hope I packed everything I need,I go on vacation tomorrow.. I hope I packed everything I need
anxious,i was nervous about my car overheating,i was nervous about my car overheating
anxious,My son is starting kindergarten in a few weeks. I'm wondering how I will handle that as a stay at home mom.,My son starts kindergarten next month. I don't know what I will do since I don't work.
anxious,I was anxious when I applied for graduate school,I was anxious when I applied for graduate school
anxious,"my wife is going overseas with our baby, i'm so freaking nervous",my wife is going overseas with our baby and i'm so nervous!!!
anxious,I have my final physics exam tomorrow. I am so nervous.,I have my final physics exam tomorrow.
anxious,I am waiting on some test results. I went to the doctor last week.,I've been a bit worried waiting for some test results from the doctor.
anxious,I have a job interview lined up for next week. i am feeling so nervous about it.,i have a job interview next week
anxious,"I am nervous about my upcoming job interview, it has been awhile","I am nervous about my upcoming job interview, it has been awhile"
anxious,I presented a watch to my mom on her anniversary. She missed it in a month. I was angry on her and scolded her.,I was angry on my mom.
anxious,"I put in to get a promotion at work, and I should know something either way by tomorrow.","I put in to get a promotion at work, and I should know something either way by tomorrow."
anxious,I just gave up smoking cigarettes. It was pretty hard but the worst part is how everything puts you on edge and it is hard to relax.,"I just gave up smoking cigarettes. It was pretty hard, but the worst part is how everything puts you on edge and it is hard to relax."
anxious,The next day was Christmas and I couldn't wait to open my presents. I couldn't sleep at all that night.,One night I couldn't sleep at all.
anxious,I got a big exam coming up in my chemistry class. I am worried I will fail it. I just can't get my mind around the material.,I got a big chemistry exam coming up. I am so worried I will bomb it.
anxious,I just can't wait until this weekend! I am going on a trip to the Bahamas for a week! I can't stop thinking about it!,I just can't wait until this weekend! I am going on a trip to the Bahamas for a week! I can't stop thinking about it!
anxious,I have a big date coming up and I can't get these butterfly feelings to go away.,I have a big date coming up and I can't get these butterfly feelings to go away.
anxious,"I am waiting for some blood and other test I have to had last week, because I was not feeling well. I hope everything is ok.","I am waiting for some blood and other test I have to had last week, because I was not feeling well."
anxious,The night before a job interview I have a difficult time sleeping. I get too nervous about meeting them,I have a difficult falling asleep before a job interview
anxious,Big day next week and I can't wait. My daughter will be in an Honors class her freshman year.,I am excited for my daughter starting school week after next.
anxious,I can't wait until Friday to know if i got the promotion... the wait is killing me,I can't wait until Friday to know if i got the promotion... the wait is killing me\
anxious,"My cat had to stay overnight at the vet recently. They had to keep her for x-rays, I was so worried.",My cat was kept overnight at the vets recently. I was so worried!
anxious,I am so worried I will not do good on the CPA exam. I studied so hard but am afraid I will draw blanks.,I am worried I won't pass the CPA exam. I have been studying for weeks and am afraid I won't remember the material.
anxious,I've been a bit uneasy lately and I'm not sure why.,I've had an uneasy feeling lately and I really don't know why.
anxious,I've been having some serious headaches lately. I don't know why.,I've been having some serious headaches lately. I don't know why.
anxious,Just before my final exam in calculus class. I need to score above a 70.,So happy to have got my exam back and passed the class.
anxious,"I was supposed to meet my Aunt to give her keys to babysit this weekend, but she isn't answering her phone.","I'm worried that if my Aunt doesn't answer her phone, I won't be able to give her the keys so she can babysit for me this weekend."
anxious,I have an exam and cant help but feel something bad will happen.,I have an important exam tomorrow and feel that something bad will happen.
anxious,"I had to get something checked out at the doctor recently, always makes me nervous.","I had to get something checked out at the doctor recently, always makes me nervous."
anxious,i am trying to save up some money but i'm having such a hard time making it happen,i am trying to save up some money but i'm having such a hard time making it happen
anxious,It was my first day ever teaching high school. I have only ever taught elemebtary school and I was so scared to make a fool of myself,I have been a teacher for over 10 years. But have only taught the little kids. This year my district moved me up to the high school.
anxious,I am so nervous. When I get nervous I smoke too much. Ahhhh.,I am so nervous. When I get nervous I smoke too much.
anxious,I start my new job tomorrow. I am extremely nervous about it,I start my new job tomorrow.
anxious,"i hate waiting it is the worst thing for me, if im waiting more than 5 minutes im getting really anxious",i really hate when people make me wait for no reason
anxious,"My husband and I both work for ourselves, so as the end of the month approaches, we can sometimes feel a little worried about bringing in the funds we need.","My husband and I both work for ourselves -- a blessing and a curse at times, since it can be tough to determine a ""regular"" income."
anxious,I was so nervous taking my dog to the vet today. I was scared something might be wrong.,I was so nervous taking my dog to the vet today...
anxious,I am worried about my interview,I am worried about my interview
anxious,I am going to look for a job as soon as school starts. Im excited.,I am about to enter the workforce again soon. Hopefully
anxious,I have my job interview tomorrow. I never have been so nervous.,I have my job interview tomorrow.
anxious,"I've got some big medical tests coming up. I wish they would have done them that day, but I have to wait now.","I""ve got some big medical tests coming up."
anxious,I am anxious as I just put my washign away and I have an odd sock left over.,I just emptied the washing machine and was left with one odd sock. I know there was an even number when I put them in.
anxious,"Last summer when I took my drivers test, I was so nervous that I would fail.",When you took your driver's test were you nervous?
anxious,"One time in school, I was asked to give a speech in front of the class. I really don't like speeches and was nervous leading up to the speech.",I had to give a speech one time in school and I was very nervous for it.
anxious,I'm pretty worried about what the future will hold. I hope it's bright!,I'm pretty worried about what the future will hold. I lose my job tomorrow. Trying to keep my head up!
anxious,"My brothers wife had our first girl into the family, the wait was intense","My sister in law brought our first girl into the family, the wait seemed like forever"
anxious,"I once was in a car with my friend who was really high and I was pretty scared. I thought that he would drive really badly but he didn't, but it was still worrying.",I was once a little scared that I was gonna die since I was in the passenger seat with someone who was very high driving the car. I didn't know a whole lot about drugs at the time.
anxious,I felt so nervous when i went to meet the parents of my girlfriend. I was sweating all over!,I was really nervous when i went to meet my girl's parents
anxious,"I was so tired when I went to change the bird food, the bird water bottle cracked on the ground",I hate when I am tired.
anxious,I had to explain how something works at my job in front of a bunch of people. I'm not a fan of talking in front of a crowd.,Work was not a good experience today.
anxious,I cannot wait until the weekend is here! I am going skydiving for the first time!,I cannot wait until the weekend is here! I'm going skydiving for the first time!
anxious,"The year was 2016, and I was severely worried that Hilary might win the presidency",If things didn't go as planned we might not be able to make America great again
anxious,I have applied for a job 4 months ago and I am having an interview with the company tomorrow. I do not know what i will see there as it is my first interview ever,I am having a job interview tomorrow and it is my first interview ever
anxious,I can't wait for HAlloween. It is my favorite holifay. I love dressing up with the kids.,Halloween can't get here quick enough.
anxious,"One time I had to take a trip away from home for three weeks, it made me very nervous.",I had to take a trip away from home for three weeks. It made me so nervous I couldn't sleep.
anxious,"We have homeschooled our daughter for the past 3 years. This year, she has decided to return to public school.","We have homeschooled our daughter for the past 3 years. This year, she has decided to return to public school."
anxious,Going to the store today was a bit hard. I do not like big stores or being around people sometimes but I have too.,Going to the store today was a bit hard.
anxious,I was worried when my dad was in the hospital. It just made me nervous,I was scared when my dad was in the hospital. It just made me worry
anxious,One time I was driving home late at night in the middle of nowhere and I was sleepy. The roads were narrow and a lot of the time an 18-wheeler would pass by me and i was fearful that I would collide with them,I was driving home from out of town really late one night and was exhausted
anxious,"I had an hectic interview ,I really don't know what to expect ,I'm curious to know what's next","I had an hectic interview ,I really don't know what to expect ,I'm curious to know what's next""."
anxious,"My husband was up for a big promotion. We waited a long time, but finally it came through.",My husband was up for a big promotion and we had to wait forever.
anxious,I was anxious when I went to the theme park,I was anxious when I went to the theme park
anxious,There was a wasp in my room when I woke up,When I woke up there was a wasp in my bedroom
anxious,anxious: idk if can save enough,I feel uneasy because I don't know if I will be able to save enough money in time
anxious,My family is trying to set me up with a family friend's kid.,My family is trying to set me up with a family friend's kid.
anxious,Yesterday when I woke up there was a wasp in my bedroom.,Yesterday I woke up to find a wasp in my room
anxious,I've going through a spell as of late when I've been pacing back and forth more and more and self doubt has crept in. I'm waiting on an acceptance into a program for video editing.,Woof I am having a hard time as of late. I've been waiting on an acceptance into a video production program and it's driving me up the wall.
anxious,School starts in a few days. I am too excited.,School is about to start. Summer is over.
anxious,I am finding it hard to meet the project deadline. And this makes me anxious and stressed throughout the week,I have a presentation to prepare for this week and I am finding it really hard to meet the deadline. I am so stressed
anxious,"i hate when people make me wait it really makes me anxious, i expect people to arrive at the time they said they would","When people make me wait, i get really anxious"
anxious,"I had to go to the doctor's for my annual check-up, I always think they're going to find something wrong.","I had to go to the doctor's for my annual check-up, I always think they're going to find something wrong."
anxious,I was really nervous when starting a new job a few months ago..,I was really nervous when starting a new job a few months ago..
anxious,I start a new job tomorrrow. I'm a little nervous.,I start a new job tomorrrow. I'm a little nervous.
anxious,waiting for my favorite video game to come out,"the other day i saw a preview of my favorite game remake , resident evil two i was super hyped just remembering the old game"
anxious,I have a court date next week and I don't know what's going to happen.,I have a court date next week and I don't know what's going to happen. I really want custody of my kids.
anxious,"Today was a big deadline at work. We have various support responsibilities, so I was worried that it may not go as well as planned.","Man, I really thought today could be a crazy day."
anxious,"i have a huge bachelor party coming up, feeling nerouvs",4
anxious,I miss my dog. I wish I would've spent more time with her when she was alive.,I miss my dog. I wish I would've spent more time with her when she was alive.
anxious,I am so jittery about my new job tomororw.,I am so jittery over starting my new job tomorrow.
anxious,i have a tooth ache. I need to go to the dentist but do not want to.,"ugh, I have a cavity and I do not want to go to the dentist"
anxious,I submitted a form to receive notifications for my banking app. I don't know why but the waiting got me feeling antsy..,"I submitted a form to receive notifications for my banking app. I don't know why but the waiting got me feeling antsy.."""
anxious,I'm anxious for my upcoming job interview. I hope I do well and get the job.,I'm really anxious for my upcoming job interview.
anxious,"My fiance works as a technician installing internet at peoples homes, and they are always tipping him. Often with food and it makes me nervous sometimes.","My fiance works as a technician installing internet at peoples homes, and they are always tipping him. Often with food and it makes me nervous sometimes."
anxious,I took a test to get into Mensa. I didn't know how I did and really wanted to get in. I was worried about it!,"I took a test to get into Mensa. I didn't know how I did and really wanted to get in. I was worried about it!"""
anxious,I cant wait for school to start. I am so excited,School is about to start. I can't wait
anxious,Just before driving for the first time. I wasn't sure how to streer the car.,"Driving is such a scary thing for me, it was my first time."
anxious,I'm moving next week and i'm unsure about it.,I'm moving next week and i'm unsure about everything.
anxious,My cat had to have surgery on her leg and I was so scared and worried for her,My cat broke her leg not too long ago and had to have surgery one it
anxious,I wish my surgery for my back was today not in a month.,I wish mt surgery for my back was today not in a month.
anxious,I felt really nervous when I took my driving test,felt really nervous when I took my driving test
anxious,I felt really nervous after i agreed to meet my girlfriend's parents. I lost few pounds on the weeks that led up to it,I felt so very nervous after i agreed to meet my girlfriend's parents
anxious,I feel anxious as I am unemployed. I need to find a job soon.,I need to find a new job soon
anxious,I am stressed by my blood test results that I will receive tomorrow.,I am stressed by my blood test results that I will have tomorrow.
anxious,"I didn't know whether I was supposed to wear my uniform to a high-school band event, so I just didn't go, even though I was one of the best players.","One time in high-school band, I didn't know whether or not I was supposed to wear my uniform to an important event."
anxious,The kids are going bac to school next week. I can't wait!,IT's almost time for schoo to start back!
anxious,I am waiting on results for a big test I took last week. I am so nervous.,I am waiting on results from a big test I took last week.
anxious,I'm meeting a new guy for dinner tonight. I hope everything goes well.,"I have a date with a new guy tonight, he's taking me out to dinner"
anxious,I was so anxious for my kid to graduate,I was so anxious for my kid to graduate
anxious,Going to see mma fights,Really looking forward to tomorrow night!
anxious,Yesterday at the doctors I had to get a shot. The worse part was the anticipation while waiting for what seemed like forever for them to come in and give it to me. It was emotionally draining.,Yesterday I went to the doctor and had to get a shot.
anxious,I am feeling fear these days.,I am feeling an intense fear these days.
anxious,I'm awaiting eagerly to meet my friend. She is coming to my home to meet after 5 years later.,I'm awaiting eagerly to meet my friend. She is coming to my home.
anxious,i cant wait until next week,i cant wait until next week
anxious,"I am so ready for the weekend, I get to drive a NASCAR.","I am so ready for the weekend, I get to drive a NASCAR."
anxious,I have to teach an in-service class at work next week. I am feeling a bit uneasy about doing it.,I have to teach an in-service class at work next week. I am feeling a bit uneasy about doing it.
anxious,I recently went on my first international trip by myself.,I recently went on my first international trip by myself.
anxious,"I have been posted to the middle east for work, i'm a little bit edgy about what the place will be like","I have been posted to the middle east for work, i'm a little bit edgy about what the place will be like"
anxious,My family came to visit me recently. I always get nervous before having visitors.,"my family came to visit recently, i always get so nervous about people visiting."
anxious,I would feel on my toes the whole time at the dentist office.,I need to see the dentist but I hate that trip.
anxious,I am ready for the next McGregor fight.,I am ready for the next McGregor fight
anxious,School starts a week from today and I am getting fairly nervous!,School starts a week from tomorrow and I am getting fairly nervous for it!
anxious,I had an exam to write that I was not well prepared for,I paid for a certification exam and had a terrible accident that kept me bed ridden in the hospital I got out and realized I had just 5 days to my exam
anxious,Tomorrow I start my new job.,Tomorrow is a fine day for me - I start my new job.
anxious,I am so nervous about my upcoming surgery. I have never had to have a surgery before. I just hope everything goes right!,I am worried about my surgery next week. I have never had to get surgery before!
anxious,My two youngest kids going to school for the first time tomorrow!,"My youngest children are starting in a new school tomorrow, and I'm kind of nervous."
anxious,My girlfriend just took a pregnancy test. She thinks she might be pregnant. We want a baby so bad. Waiting for the results was very nerve wracking.,I've been trying to have a baby for a long time. My girlfriend thought she might be pregnant so she took a pregnancy test. Waiting for the results was so nerve wracking~
anxious,I am trying hard to get my business going before winter. It is really stressing me out as I am just not one that does so good under pressure.,I am trying hard to get my business going before winter.
anxious,I have an exam tomorrow.,"Hi, I have a very important exam tomorrow."
anxious,I am so worried about my dog. He doesn't want to move around very much any more.,I am worried my dog's health is failing. He doesn't move around that much any more and looks at me with sad eyes.
anxious,My son will have his 18 months shots soon,my son will have his 18 months shots soon. i'm a little nervous about it. i hate seeing him getting shots
anxious,don't know how we gonna pay rent,i'm so stressed. we are struggling financially and i don't even know how are we going to pay rent this month
anxious,can i do it alone?,can i really do everything alone? i just feel so useless
anxious,I waited for two weeks for my final grades. It was wful.,I waited for two weeks for my final grades. It seemed to take forever to get them. I couldn't stand it.
anxious,I hope I do well on my test Monday. I studied hard but math is my worst subject.,I hope I ace my math test on Monday.
anxious,I am having my first date with a woman that I meet at party. I am very nervous about it.,I am having my first date with a woman that I met at party. I am very nervous about it.
anxious,I've got to give a big speech at a wedding tomorrow and I'm getting shaky just thinking about it. I wish I could just get it over with.,"I'm in a wedding party tomorrow, and I've been called upon to give a big toast during the reception."
anxious,A game that i love comes out friday and i cant wait,Madden comes out this friday and i can not wait
anxious,My daughter called and said they were taking my newborn grandson to the doctor to have a chest xray because he was having some breathing trouble. I worried all day long until I got the phone call telling me everything was ok. They live far away so I tend to worry even more since I can't be there.,My daughter called and said my grandson had to have a chest xray because he was having trouble breathing. I was so worried I didn't know what to do with myself.
anxious,Having to give a presentation in front of the entire class,I had to give a presentation in front of my entire University class last semester. I hate presenting things.
anxious,waiting for a package to arrive,"after all these years i tracked down a rare baseball signed by babe ruth, it arrives tomorrow!!"
anxious,"My husband usually gets a large bonus each year around this time, but there's no guarantee. It's hard waiting, and not knowing!","My husband usually gets a substantial bonus this time of the year, but there's no guarantee. It's difficult waiting, and not knowing!"
anxious,when i don't know what's going to happen it gives me so much stress,when i don't know what's going to happen it gives me so much stress
anxious,"I have a dentist's appointment today. I have always hated going to the dentist, so much pain.",I am nervous about going to the dentist's office today.
anxious,"I get anxious whenever I'm waiting in line for a flight, and it's less than 30 minutes from take off.",I get anxious whenever I'm at the airport and I'm waiting in the security line and the plane is about to board.
anxious,"I am anxious about this upcoming season for the Eagles, who knows what will happen","I am anxious about this upcoming season for the Eagles, who knows what will happen"
anxious,I had to have some tests run due to an unclear mammogram. It took days for the results to come back and thankfully they were all clear.,I had to have some extra tests ran a few weeks back due to an unclear mammogram.
anxious,I have to send an email to a company I really want to work for today and I don't want to mess it up.,"Sorry to cut that short, but I have to send an email to a company I really want to work for today and I don't want to mess it up."
anxious,I'm sleep training my toddler and i'm so frustrated and overhwelmed,"I'm sleep training my toddler, he never slept in his crib before. He is crying and it makes me feel so bad"
anxious,going to the dentist,I have a dentist appointment first thing tomorrow morning.
anxious,"I've got a lot of bills that are overdue, and can't afford to pay them yet. I'm really worried about my financial future right now.","Finances aren't great right now. I've got a lot of bills that are overdue, but I can't afford to pay them :("
anxious,I found a snake in the yard a few days ago.,I found a snake a few days ago while walking in the yard.
anxious,Waiting for the final grade report to come in for my classes. I was scared that i was going to fail my Organic chem class.,When i was waiting for my final grade report to come in. I was scared i was going to fail my organic chem class.
anxious,My husband just had a job interview. We are waiting to hear back from the company.,My husband had a job interview a few days ago...now we are waiting...
anxious,"Back when I was in school, i studied really well for an important exam. But, still I was so much worried about my test test results.",I think small things make me worried
anxious,There was a wasp in my room this mornnig,There was a wasp in my bedroom when I woke up!
anxious,"I have a test due on Monday and I feel that I wont pass, even though I know all of the lessons","I have a test due on Monday, and I'm sure I wont pass"
anxious,Heading to Colorado next week to climb Elbert.,Last time I climbed Elbert I started getting sick from altitude. Heading to Colorado next week to try to climb it again.
anxious,"The company i work for, is currently undergoing down-sizing and there are multiple potential candidates that might leave",There is currently down-sizing going on in the company i work for. I am very anxious as to be the candidate that they will let go
anxious,I have a big presentation to do about my progress on the project in front of the CEO of the company i work for. It is on Monday during team's weekly meeting and I am very nervous,"This Monday, for our team's weekly meeting, i am expected to make a big presentation about my progress on the project in front of the CEO of the company I work for. I am very nervous and full of anxiety"
anxious,I'm supposed to hear in the next day or two whether I've gotten my dream job. I can't wait to find out! I've been trying to get a job with this company for years!,I'm supposed to hear in the next day or two whether I've gotten my dream job! I can't wait to find out!
anxious,I took a huge test today and man it made me so nervous. I really hope I did well on it.,I took a huge test today and man it made me so nervous. I really hope I did well on it.
anxious,I was hit by a tornado in the middle of the night and now I can't stand big storms.,I am so super scared of big storms.
anxious,I am so worried about my math test coming up. I am afraid I will flunk it. I need to study more.,I got a big math test coming up. I am so worried I will flunk it.
anxious,I am worried about not being ready for the party on Friday,I am worried about not being ready for the party on Friday
anxious,"I have a big test on Monday. I am so nervous, I haven't been able to sleep at all.","I have a big test on Monday, I am so nervous."
anxious,I am not looking forward to my surgery.,I am not looking forward to my surgery.
anxious,I am feeling anxious about my test tommorrow,I am feeling anxious about my test tomorrow
anxious,I am worried about take my finals this week.,"I know I studied well, but I can't stop worrying about it."
anxious,I felt nervous about finding a new house for rent.,I felt very nervous about finding a new house for rent. Me and my wife had to live in the motel for a bit until we find a new place/
anxious,I can't wait to get this baby out! I feel like I've been pregnant forever,I can't wait to get this baby out! I feel like I've been pregnant forever
anxious,I have been studying all week for my Geometry test. I still feel unprepared. I am afraid I will fail it.,I have been studying all week for my upcoming Geometry test. I still feel like I am going to fail. I feel so unprepared.
anxious,I sent off a difficult email today and a bit worried about the response.,I sent off a difficult email today and a bit worried about the response.
anxious,I remember yesterday as a deadline for a project was approaching and i thought i wasn't going to be able to make it in time.,So yesterday i had a deadline for a project at work. I got started really late and didnt think i was going to make it.
anxious,"I have a big meeting tomorrow at work, and it makes me a little nervous.","So I have a big meeting at work tomorrow, which always make me nervous no matter what."
anxious,in a hurry to go on vacation!,I am so impatient right now... waiting for the clock to hit 5 so I can go on vacation!
anxious,my cousin had a heart cath and the surgeon sent for me to come to the operating room.,Awhile back I was taking a relative to get a heart cath. The surgeon sent for me to enter the operating room.
anxious,Waiting for an estimate on my roof repair.,Waiting for an estimate on my roof repair.
anxious,i have a doctor's appointment on thursday,i have a doctor's appointment on thursday
anxious,Tehre was a wasp in my room this morning,There was a wasp in my bedroom when I woke up this morning.
anxious,My eye is itchy and my eyelid is droopy,I woke up this morning and my eye is itchy and my right eyelid is drooping
anxious,I was reversing the car in the roadside. I had bumped into the car which was parked behind. I had to wait for so long to speak to the car owner,"i bumped into a car while reversing, i had to wait long to talk to owner of the other car"
anxious,"I went on my first date ever only about a month ago. Even though I knew this girl really well beforehand, I was still really worried that it would be awkward and that I might mess it up.","I know it seems late, but I'm 19 and I went on my first date only about one month ago."
anxious,"I just watched the testimony of Peter Strzok before congress today. It was quite a show, to see his behaviors unraveling, almost as a sociopath or psychopath would do.",I just watched the testimony before Congress today. It was quite a show.
anxious,I was unsure how I was going to argue a case in front of my boss.,I tried really hard to make a good argument but I was scared.
anxious,I am so nervous. I am going to the dentist to have a tooth pulled tomorrow.,I am really nervous. I have to go tomorrow to get my tooth pulled and I am scared to death. I hate the dentist!
devastated,My cat was run over by my uncle. He din't tell me until a week later.,I had the worst night last night. I found out my uncle hit my cat with his car. It happened two weeks ago and he never told me!
devastated,My favorite fish died :(,I came home yesterday from work and found my fish floating :(
devastated,I recently suffered a miscarriage. It was the worst thing I've been through.,I recently suffered a miscarriage.
devastated,My father died last week.,Man i hate when family dies..:(
devastated,"I'm torn up, my dog had to be put down today because of old age. Ruined my day.","I'm torn up, my dog had to be put down today because of old age"
devastated,"During my first year in grad school, I had a basement apartment that flooded. All of my possessions were utterly destroyed. It took several months to replace the items that I could -- but I can't help to remember the things that couldn't be replaced.","During my first year in grad school, my basement apartment flooded. EVERYTHING was destroyed and I had to start over fresh."
devastated,I was heartbroken when my grandmother passed away,I was heartbroken when my grandmother passed away
devastated,"My friends and I had spent all day troubleshooting a new PC build that we had just completed. It turns out that the motherboard or processor were defective, and we had to deconstruct it to send those pieces in for a return. It was so frustrating.",My friends and I had spent all day troubleshooting a new PC build that we had just completed.
devastated,MY favorite restaurant is closing this weekend. I am distraught!,MY favorite restaurant is closing its doors forever.
devastated,"When my dog Buddy died, I was horribly upset.","When my dog Buddy died, I was horribly upset."
devastated,I was very sad to hear of my friends passing,was very sad to hear of my friends passing
devastated,I found out that my favorite tv show got cancelled. I am so sad it happened.,I found out that my favorite tv show got cancelled.
